Year,month,month_label,variable,reference_area,comparison_area,reference_value,comparison_value,difference,absolute_difference,comparison
2021,6,Jun,monthly_mean_stratification,Prince5,Scots Bay,0.7431745529174805,0.1892385000000001,-0.5539360529174804,0.5539360529174804,Scots Bay minus Prince5
2021,6,Jun,monthly_mean_density_stratification,Prince5,Scots Bay,0.38078230126723156,0.20848673741363655,-0.172295563853595,0.172295563853595,Scots Bay minus Prince5
2021,7,Jul,monthly_mean_temperature,Prince5,Scots Bay,11.547306739366972,11.387990602409639,-0.15931613695733304,0.15931613695733304,Scots Bay minus Prince5
2021,7,Jul,monthly_mean_salinity,Prince5,Scots Bay,31.76782204554631,32.33368518072289,0.5658631351765777,0.5658631351765777,Scots Bay minus Prince5
2021,7,Jul,monthly_mean_density,Prince5,Scots Bay,1024.2414883377178,1024.7097474856796,0.4682591479618168,0.4682591479618168,Scots Bay minus Prince5
2021,7,Jul,monthly_mean_stratification,Prince5,Scots Bay,0.6865749359130859,0.07458000000000098,-0.611994935913085,0.611994935913085,Scots Bay minus Prince5
2021,7,Jul,monthly_mean_density_stratification,Prince5,Scots Bay,0.3767661625719825,0.10303122459845326,-0.2737349379735292,0.2737349379735292,Scots Bay minus Prince5
2021,8,Aug,monthly_mean_temperature,Prince5,Scots Bay,13.134423164220957,12.729473333333333,-0.4049498308876238,0.4049498308876238,Scots Bay minus Prince5
2021,8,Aug,monthly_mean_salinity,Prince5,Scots Bay,32.060745606055626,32.491325983935745,0.43058037788011916,0.43058037788011916,Scots Bay minus Prince5
2021,8,Aug,monthly_mean_density,Prince5,Scots Bay,1024.1689910805196,1024.5802234098023,0.41123232928271136,0.41123232928271136,Scots Bay minus Prince5
2021,8,Aug,monthly_mean_stratification,Prince5,Scots Bay,0.09832525253295898,0.2983999999999997,0.20007474746704074,0.20007474746704074,Scots Bay minus Prince5
2021,8,Aug,monthly_mean_density_stratification,Prince5,Scots Bay,0.15281356298112314,0.16719646082856343,0.01438289784744029,0.01438289784744029,Scots Bay minus Prince5
2021,9,Sep,monthly_mean_temperature,Prince5,Scots Bay,13.082273134818443,13.188514457831324,0.10624132301288114,0.10624132301288114,Scots Bay minus Prince5
2021,9,Sep,monthly_mean_salinity,Prince5,Scots Bay,32.50302131359394,32.746527590361445,0.24350627676750491,0.24350627676750491,Scots Bay minus Prince5
2021,9,Sep,monthly_mean_density,Prince5,Scots Bay,1024.5213550528158,1024.6886225244793,0.16726747166353562,0.16726747166353562,Scots Bay minus Prince5
2021,9,Sep,monthly_mean_stratification,Prince5,Scots Bay,0.4279756546020508,0.014579999999998705,-0.4133956546020521,0.4133956546020521,Scots Bay minus Prince5
2021,9,Sep,monthly_mean_density_stratification,Prince5,Scots Bay,0.3046869620752659,0.10713560204067107,-0.19755136003459484,0.19755136003459484,Scots Bay minus Prince5
2022,6,Jun,monthly_mean_temperature,Prince5,Scots Bay,8.923733711242676,9.519429937951807,0.5956962267091317,0.5956962267091317,Scots Bay minus Prince5
2022,6,Jun,monthly_mean_salinity,Prince5,Scots Bay,31.47616258034339,30.890744045481927,-0.5854185348614642,0.5854185348614642,Scots Bay minus Prince5
2022,6,Jun,monthly_mean_density,Prince5,Scots Bay,1024.4515761426412,1023.9013321740217,-0.5502439686194975,0.5502439686194975,Scots Bay minus Prince5
2022,6,Jun,monthly_mean_stratification,Prince5,Scots Bay,0.4246244430541992,0.16881879499999908,-0.25580564805420014,0.25580564805420014,Scots Bay minus Prince5
2022,6,Jun,monthly_mean_density_stratification,Prince5,Scots Bay,0.3262890157129732,0.2402086635884757,-0.0860803521244975,0.0860803521244975,Scots Bay minus Prince5
2022,7,Jul,monthly_mean_temperature,Prince5,Scots Bay,10.787983582570003,13.0759145975234,2.287931014953397,2.287931014953397,Scots Bay minus Prince5
2022,7,Jul,monthly_mean_salinity,Prince5,Scots Bay,31.81954332498404,31.317825813817628,-0.5017175111664116,0.5017175111664116,Scots Bay minus Prince5
2022,7,Jul,monthly_mean_density,Prince5,Scots Bay,1024.4159930100532,1023.5996389451151,-0.816354064938082,0.816354064938082,Scots Bay minus Prince5
2022,7,Jul,monthly_mean_stratification,Prince5,Scots Bay,0.22329950332641602,1.1923839627549233,0.9690844594285073,0.9690844594285073,Scots Bay minus Prince5
2022,7,Jul,monthly_mean_density_stratification,Prince5,Scots Bay,0.2129889613644309,0.5020756667730097,0.28908670540857884,0.28908670540857884,Scots Bay minus Prince5
2022,8,Aug,monthly_mean_temperature,Prince5,Scots Bay,14.3708066206712,13.246640471153846,-1.1241661495173538,1.1241661495173538,Scots Bay minus Prince5
2022,8,Aug,monthly_mean_salinity,Prince5,Scots Bay,31.86160663458017,30.536777325641026,-1.3248293089391439,1.3248293089391439,Scots Bay minus Prince5
2022,8,Aug,monthly_mean_density,Prince5,Scots Bay,1023.7637178080494,1022.9649997944072,-0.7987180136422012,0.7987180136422012,Scots Bay minus Prince5
2022,8,Aug,monthly_mean_stratification,Prince5,Scots Bay,1.5025749206542969,1.1407943599999992,-0.36178056065429764,0.36178056065429764,Scots Bay minus Prince5
2022,8,Aug,monthly_mean_density_stratification,Prince5,Scots Bay,0.7601846297438897,0.3390228420665835,-0.42116178767730617,0.42116178767730617,Scots Bay minus Prince5
2022,9,Sep,monthly_mean_temperature,Prince5,Scots Bay,12.986376945789043,13.555837794759036,0.5694608489699924,0.5694608489699924,Scots Bay minus Prince5
2022,9,Sep,monthly_mean_salinity,Prince5,Scots Bay,32.55528868161715,30.979428676746988,-1.5758600048701616,1.5758600048701616,Scots Bay minus Prince5
2022,9,Sep,monthly_mean_density,Prince5,Scots Bay,1024.5806977936504,1023.2494050157975,-1.3312927778529229,1.3312927778529229,Scots Bay minus Prince5
2022,9,Sep,monthly_mean_stratification,Prince5,Scots Bay,0.26795005798339844,0.2000910599999992,-0.06785899798339923,0.06785899798339923,Scots Bay minus Prince5
2022,9,Sep,monthly_mean_density_stratification,Prince5,Scots Bay,0.24918504249535545,0.1670877857293931,-0.08209725676596236,0.08209725676596236,Scots Bay minus Prince5
2023,6,Jun,monthly_mean_temperature,Prince5,Scots Bay,8.72883840707632,8.825404448481928,0.0965660414056071,0.0965660414056071,Scots Bay minus Prince5
2023,6,Jun,monthly_mean_salinity,Prince5,Scots Bay,26.023791175622208,31.466492937831326,5.4427017622091185,5.4427017622091185,Scots Bay minus Prince5
2023,6,Jun,monthly_mean_density,Prince5,Scots Bay,1020.2248064036658,1024.458863922792,4.2340575191262815,4.2340575191262815,Scots Bay minus Prince5
2023,6,Jun,monthly_mean_stratification,Prince5,Scots Bay,0.5484747886657715,0.0694133439999991,-0.4790614446657724,0.4790614446657724,Scots Bay minus Prince5
2023,6,Jun,monthly_mean_density_stratification,Prince5,Scots Bay,11.953323388372155,0.10478569353608691,-11.848537694836068,11.848537694836068,Scots Bay minus Prince5
2023,7,Jul,monthly_mean_temperature,Prince5,Scots Bay,10.373718114999624,11.425995060602409,1.0522769456027845,1.0522769456027845,Scots Bay minus Prince5
2023,7,Jul,monthly_mean_salinity,Prince5,Scots Bay,31.292806283021584,31.68912631451807,0.39632003149648654,0.39632003149648654,Scots Bay minus Prince5
2023,7,Jul,monthly_mean_density,Prince5,Scots Bay,1024.0771788296918,1024.1982534318386,0.12107460214679122,0.12107460214679122,Scots Bay minus Prince5
2023,7,Jul,monthly_mean_stratification,Prince5,Scots Bay,0.23689985275268555,0.9728790400000005,0.7359791872473149,0.7359791872473149,Scots Bay minus Prince5
2023,7,Jul,monthly_mean_density_stratification,Prince5,Scots Bay,0.21058816217680487,0.37214908890399556,0.1615609267271907,0.1615609267271907,Scots Bay minus Prince5
2023,8,Aug,monthly_mean_temperature,Prince5,Scots Bay,12.685338442142193,12.423768519759037,-0.26156992238315624,0.26156992238315624,Scots Bay minus Prince5
2023,8,Aug,monthly_mean_salinity,Prince5,Scots Bay,31.404867245600773,31.844643068554216,0.4397758229534432,0.4397758229534432,Scots Bay minus Prince5
2023,8,Aug,monthly_mean_density,Prince5,Scots Bay,1023.7485033166587,1024.1388409401115,0.39033762345286505,0.39033762345286505,Scots Bay minus Prince5
2023,8,Aug,monthly_mean_stratification,Prince5,Scots Bay,0.6252007484436035,0.12697328000000052,-0.498227468443603,0.498227468443603,Scots Bay minus Prince5
2023,8,Aug,monthly_mean_density_stratification,Prince5,Scots Bay,0.4064385899189915,0.10643803099878824,-0.3000005589202033,0.3000005589202033,Scots Bay minus Prince5
2023,9,Sep,monthly_mean_temperature,Prince5,Scots Bay,13.259773089335514,12.124875609518073,-1.1348974798174414,1.1348974798174414,Scots Bay minus Prince5
2023,9,Sep,monthly_mean_salinity,Prince5,Scots Bay,31.54965492395254,31.964221214156627,0.4145662902040854,0.4145662902040854,Scots Bay minus Prince5
2023,9,Sep,monthly_mean_density,Prince5,Scots Bay,1023.748992086033,1024.287746437608,0.5387543515748803,0.5387543515748803,Scots Bay minus Prince5
2023,9,Sep,monthly_mean_stratification,Prince5,Scots Bay,0.5158753395080566,0.2495289800000009,-0.26634635950805574,0.26634635950805574,Scots Bay minus Prince5
2023,9,Sep,monthly_mean_density_stratification,Prince5,Scots Bay,0.3419050343432559,0.22819725560418647,-0.11370777873906945,0.11370777873906945,Scots Bay minus Prince5
2023,10,Oct,monthly_mean_temperature,Prince5,Scots Bay,12.218870199643648,12.22814302493976,0.00927282529611162,0.00927282529611162,Scots Bay minus Prince5
2023,10,Oct,monthly_mean_salinity,Prince5,Scots Bay,31.677291283240685,31.908949715542168,0.23165843230148297,0.23165843230148297,Scots Bay minus Prince5
2023,10,Oct,monthly_mean_density,Prince5,Scots Bay,1024.0478800346248,1024.2256078169137,0.17772778228891184,0.17772778228891184,Scots Bay minus Prince5
2023,10,Oct,monthly_mean_stratification,Prince5,Scots Bay,0.08860063552856445,0.07116361000000104,-0.01743702552856341,0.01743702552856341,Scots Bay minus Prince5
2023,10,Oct,monthly_mean_density_stratification,Prince5,Scots Bay,0.1818513604264922,0.10454638898863777,-0.07730497143785442,0.07730497143785442,Scots Bay minus Prince5
