Tag_Num,returnedArea,returnedLat,returnedLon,returnedDate,ReturnedBoat,GearType,Company,Catch.t,dataorigin,originalDF,id,Comments
564978,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564979,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564980,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
569033,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
569034,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
569050,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
569054,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
569151,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
572406,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
572412,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
572419,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
572438,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
572460,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564713,Scots Bay ,45 11,64 53,2023-08-30,Canada 100,Purse Seine,Connors,32,2023TagReturns,complete.returns,,
564637,Scots Bay ,45 11,64 53,2023-08-30,Canada 100,Purse Seine,Connors,32,2023TagReturns,complete.returns,,
564334,Scots Bay ,45 11,64 53,2023-08-30,Canada 100,Purse Seine,Connors,32,2023TagReturns,complete.returns,,
564312,Scots Bay ,45 11,64 53,2023-08-30,Canada 100,Purse Seine,Connors,32,2023TagReturns,complete.returns,,
564783,Scots Bay ,45 11,64 53,2023-08-30,Canada 100,Purse Seine,Connors,32,2023TagReturns,complete.returns,,
564604,Scots Bay ,45 11,64 53,2023-08-30,Canada 100,Purse Seine,Connors,32,2023TagReturns,complete.returns,,
564864,Scots Bay ,45 11,64 53,2023-08-30,Canada 100,Purse Seine,Connors,32,2023TagReturns,complete.returns,,
564417,Scots Bay ,45 11,64 53,2023-08-30,Canada 100,Purse Seine,Connors,32,2023TagReturns,complete.returns,,
564764,Scots Bay ,45 11,64 53,2023-08-30,Canada 100,Purse Seine,Connors,32,2023TagReturns,complete.returns,,
564554,Scots Bay ,45 11,64 53,2023-08-30,Canada 100,Purse Seine,Connors,32,2023TagReturns,complete.returns,,
564761,Scots Bay ,45 11,64 53,2023-08-30,Canada 100,Purse Seine,Connors,32,2023TagReturns,complete.returns,,
564463,Scots Bay ,45 11,64 53,2023-08-30,Canada 100,Purse Seine,Connors,32,2023TagReturns,complete.returns,,
473112,Scots Bay ,45 11,64 53,2023-08-30,Canada 100,Purse Seine,Connors,32,2023TagReturns,complete.returns,,
471616,Scots Bay ,45 11,64 53,2023-08-30,Canada 100,Purse Seine,Connors,32,2023TagReturns,complete.returns,,
564411,Scots Bay ,45 11,64 53,2023-08-30,Canada 100,Purse Seine,Connors,32,2023TagReturns,complete.returns,,
564358,Scots Bay ,45 11,64 53,2023-08-30,Canada 100,Purse Seine,Connors,32,2023TagReturns,complete.returns,,
532075,Scots Bay ,45 11,64 53,2023-08-30,Canada 100,Purse Seine,Connors,32,2023TagReturns,complete.returns,,
471558,Scots Bay ,45 11,64 53,2023-08-30,Canada 100,Purse Seine,Connors,32,2023TagReturns,complete.returns,,
572251,Northeast Bank,,,2023-08-31,Brunswick Provider,Purse Seine,Connors,26,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564061,Northeast Bank,,,2023-08-31,Brunswick Provider,Purse Seine,Connors,26,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
473086,Northeast Bank,,,2023-08-31,Brunswick Provider,Purse Seine,Connors,26,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
567119,Northeast Bank,,,2023-08-31,Brunswick Provider,Purse Seine,Connors,26,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
593116,Northeast Bank,,,2023-09-01,Leroy & Barry,Purse Seine,Scotia Gardens,66,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
559359,Northeast Bank,,,2023-09-01,Leroy & Barry,Purse Seine,Scotia Gardens,66,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
501835,Northeast Bank,,,2023-09-01,Leroy & Barry,Purse Seine,Scotia Gardens,66,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
577051,German Bank,,,2023-09-01,LADY JANICE II,Purse Seine,Comeau,84,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
577064,German Bank,,,2023-09-01,LADY JANICE II,Purse Seine,Comeau,84,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
567482,German Bank,,,2023-09-01,Unspecified Connors Boat,Purse Seine,Connors,,2023TagReturns,complete.returns,,
569215,German Bank,,,2023-09-01,Unspecified Connors Boat,Purse Seine,Connors,,2023TagReturns,complete.returns,,
569032,German Bank,,,2023-09-01,Unspecified Connors Boat,Purse Seine,Connors,,2023TagReturns,complete.returns,,
564460,German Bank,,,2023-09-01,Unspecified Connors Boat,Purse Seine,Connors,,2023TagReturns,complete.returns,,
564341,German Bank,,,2023-09-01,Unspecified Connors Boat,Purse Seine,Connors,,2023TagReturns,complete.returns,,
577024,German Bank,,,2023-09-05,Leroy & Barry,Purse Seine,Scotia Gardens,116,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
467003,German Bank,,,2023-09-05,Leroy & Barry,Purse Seine,Scotia Gardens,116,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
577080,German Bank,,,2023-09-05,Leroy & Barry,Purse Seine,Scotia Gardens,116,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
498467,German Bank,,,2023-09-05,Leroy & Barry,Purse Seine,Scotia Gardens,116,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
577167,German Bank,,,2023-09-05,Leroy & Barry,Purse Seine,Scotia Gardens,116,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
567423,German Bank ,,,2023-09-05,Fundy Monarch,Purse Seine,Connors,216,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
577188,German Bank ,,,2023-09-05,Canada 100,Purse Seine,Connors,145,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
577204,German Bank,,,2023-09-05,LADY JANICE II,Purse Seine,Comeau,78,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
577295,German Bank,,,2023-09-05,SEALIFE II,Purse Seine,Comeau,37,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
567083,Seal Island,43 16,66 21,2023-09-05,Fundy Monarch,Purse Seine,Connors,185,2023TagReturns,complete.returns,,Used FM as it had the biggest catch that day of connors boats.
577472,Seal Island,43 16,66 21,2023-09-05,Fundy Monarch,Purse Seine,Connors,185,2023TagReturns,complete.returns,,Used FM as it had the biggest catch that day of connors boats.
567442,Seal Island,43 16,66 21,2023-09-05,Fundy Monarch,Purse Seine,Connors,185,2023TagReturns,complete.returns,,Used FM as it had the biggest catch that day of connors boats.
564416,Seal Island,43 16,66 21,2023-09-05,Fundy Monarch,Purse Seine,Connors,185,2023TagReturns,complete.returns,,Used FM as it had the biggest catch that day of connors boats.
567465,Seal Island,43 16,66 21,2023-09-05,Fundy Monarch,Purse Seine,Connors,185,2023TagReturns,complete.returns,,Used FM as it had the biggest catch that day of connors boats.
564456,Seal Island,43 16,66 21,2023-09-05,Fundy Monarch,Purse Seine,Connors,185,2023TagReturns,complete.returns,,Used FM as it had the biggest catch that day of connors boats.
564640,Seal Island,43 16,66 21,2023-09-05,Fundy Monarch,Purse Seine,Connors,185,2023TagReturns,complete.returns,,Used FM as it had the biggest catch that day of connors boats.
567923,Seal Island,43 16,66 21,2023-09-05,Fundy Monarch,Purse Seine,Connors,185,2023TagReturns,complete.returns,,Used FM as it had the biggest catch that day of connors boats.
564349,Seal Island,43 16,66 21,2023-09-05,Fundy Monarch,Purse Seine,Connors,185,2023TagReturns,complete.returns,,Used FM as it had the biggest catch that day of connors boats.
578643,German Bank,,,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
532001,German Bank,,,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
567542,German Bank,,,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
578658,German Bank,,,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
577160,German Bank,,,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,98,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
577260,German Bank,,,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,98,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
532020,German Bank,,,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
567576,German Bank,,,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
567454,German Bank,,,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
532029,German Bank,,,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
532110,German Bank,,,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
567443,German Bank,,,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
567494,German Bank,,,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
567475,German Bank,,,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
577724,German Bank,,,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
528099,German Bank,,,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
567624,German Bank,,,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
567481,German Bank,,,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
577411,German Bank,,,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
567373,German Bank,,,2023-09-06,LADY MELISSA,Purse Seine,Comeau,148,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
567462,German Bank,,,2023-09-06,LADY MELISSA,Purse Seine,Comeau,148,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
567466,German Bank,,,2023-09-06,LADY MELISSA,Purse Seine,Comeau,148,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
567515,German Bank,,,2023-09-06,LADY MELISSA,Purse Seine,Comeau,148,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
567641,German Bank,,,2023-09-06,LADY MELISSA,Purse Seine,Comeau,148,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
567648,German Bank,,,2023-09-06,LADY MELISSA,Purse Seine,Comeau,148,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
577351,German Bank,,,2023-09-06,LADY MELISSA,Purse Seine,Comeau,148,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
577577,German Bank,,,2023-09-06,LADY MELISSA,Purse Seine,Comeau,148,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
56741?,German Bank,,,2023-09-06,LADY MELISSA,Purse Seine,Comeau,148,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
567570,German Bank,43 15,66 23,2023-09-06,Brunswick Provider,Purse Seine,Connors,122,2023TagReturns,complete.returns,,Used BP as it had the biggest catch that day of connors boats.
567207,German Bank,43 15,66 23,2023-09-06,Brunswick Provider,Purse Seine,Connors,122,2023TagReturns,complete.returns,,Used BP as it had the biggest catch that day of connors boats.
500940,German Bank,43 15,66 23,2023-09-06,Brunswick Provider,Purse Seine,Connors,122,2023TagReturns,complete.returns,,Used BP as it had the biggest catch that day of connors boats.
471823,German Bank,43 15,66 23,2023-09-06,Brunswick Provider,Purse Seine,Connors,122,2023TagReturns,complete.returns,,Used BP as it had the biggest catch that day of connors boats.
569073,German Bank,43 15,66 23,2023-09-06,Brunswick Provider,Purse Seine,Connors,122,2023TagReturns,complete.returns,,Used BP as it had the biggest catch that day of connors boats.
471652,German Bank,43 15,66 23,2023-09-06,Brunswick Provider,Purse Seine,Connors,122,2023TagReturns,complete.returns,,Used BP as it had the biggest catch that day of connors boats.
528138,German Bank,,,2023-09-07,Leroy & Barry,Purse Seine,Scotia Gardens,110,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
567369,German Bank,,,2023-09-07,Leroy & Barry,Purse Seine,Scotia Gardens,110,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
577185,German Bank,,,2023-09-07,Leroy & Barry,Purse Seine,Scotia Gardens,110,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
528133,German Bank,,,2023-09-07,Leroy & Barry,Purse Seine,Scotia Gardens,110,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
567416,German Bank,,,2023-09-07,Leroy & Barry,Purse Seine,Scotia Gardens,110,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
578599,German Bank,,,2023-09-07,Leroy & Barry,Purse Seine,Scotia Gardens,110,2023TagReturns,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,,
567141,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
567191,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
498755,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine ,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
567187,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564948,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564390,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
567283,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
567195,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564552,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564006,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
567124,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
471801,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
569083,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
471782,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
471864,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564001,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564177,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
471882,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
567276,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
567190,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
471828,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564522,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
567159,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564576,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine ,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564150,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564538,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564414,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
567092,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
471740,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
471820,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
471816,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
567225,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564846,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
471641,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
471766,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564193,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
567273,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564636,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564304,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564769,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564307,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
569115,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564412,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564015,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
567241,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
569212,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564712,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine ,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
572481,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564708,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
567193,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564901,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
567249,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564930,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564841,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564970,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
567025,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564343,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
502285,Scots Bay,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,129,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564442,Scots Bay ,,,2023-09-07,Brunswick Provider,Purse Seine,Connors,165,2023TagReturns,Connor Bros Copy of Fish Tag Data 2023.xlsx,,
564345,Scots Bay,,,2023-09-07,LADY JANICE II,Purse Seine,Comeau,147,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
564445,Scots Bay,,,2023-09-07,LADY JANICE II,Purse Seine,Comeau,147,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
567213,Scots Bay,,,2023-09-07,LADY JANICE II,Purse Seine,Comeau,147,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
567268,Scots Bay,,,2023-09-07,LADY JANICE II,Purse Seine,Comeau,147,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
569057,Scots Bay,,,2023-09-07,LADY JANICE II,Purse Seine,Comeau,147,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
569499,Scots Bay,,,2023-09-07,LADY JANICE II,Purse Seine,Comeau,147,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
577842,Scots Bay,,,2023-09-07,LADY JANICE II,Purse Seine,Comeau,147,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
564787,German Bank,,,2023-09-07,LADY MELISSA,Purse Seine,Comeau,147,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
567435,German Bank,,,2023-09-07,LADY MELISSA,Purse Seine,Comeau,94,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
567650,German Bank,,,2023-09-07,LADY MELISSA,Purse Seine,Comeau,94,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
577420,German Bank,,,2023-09-07,LADY MELISSA,Purse Seine,Comeau,94,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
577602,German Bank,,,2023-09-07,LADY MELISSA,Purse Seine,Comeau,94,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
564652,Scots Bay,,,2023-09-07,SEALIFE II,Purse Seine,Comeau,29,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
577774,Scots Bay,,,2023-09-07,SEALIFE II,Purse Seine,Comeau,29,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,
528137,Scots Bay ,45 08,65 00,2023-09-07,Brunswick Provider,Purse Seine,Connors,98,2023TagReturns,complete.returns,,
567428,Scots Bay ,45 08,65 00,2023-09-07,Brunswick Provider,Purse Seine,Connors,98,2023TagReturns,complete.returns,,
564354,Scots Bay ,45 08,65 00,2023-09-07,Brunswick Provider,Purse Seine,Connors,98,2023TagReturns,complete.returns,,
567510,Scots Bay ,45 08,65 00,2023-09-07,Brunswick Provider,Purse Seine,Connors,98,2023TagReturns,complete.returns,,
564891,Scots Bay ,45 08,65 00,2023-09-07,Brunswick Provider,Purse Seine,Connors,98,2023TagReturns,complete.returns,,
471841,Scots Bay ,45 08,65 00,2023-09-07,Brunswick Provider,Purse Seine,Connors,98,2023TagReturns,complete.returns,,
567176,Scots Bay ,45 08,65 00,2023-09-07,Brunswick Provider,Purse Seine,Connors,98,2023TagReturns,complete.returns,,
