id,id,Region_ID,Region_name,Region_class,Process_ID,Interval,Layer,Depth_mean,Ping_S,Ping_E,Dist_S,Dist_E,Date_S,Time_S,Date_E,Time_E,Lat_S,Lon_S,Lat_E,Lon_E,Program_version,Processing_date,Processing_time,EV_filename,PRC_ABC,Frequency,Region_notes
97,97,1,LM_T01,Transect,3119,187,1,34.140928,3804,4023,186003.5774,186996.7925,20240505, 20:48:45.2320,20240505, 20:52:24.2430,45.15291316,-65.04687581,45.15677378,-65.0355237,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,3.75994E-07,38,
98,98,1,LM_T01,Transect,3119,188,1,33.20226,4024,4243,187001.2449,187998.8982,20240505, 20:52:25.2330,20240505, 20:56:04.2330,45.15679254,-65.03547367,45.16070565,-65.0240987,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,1.29894E-07,38,
99,99,1,LM_T01,Transect,3119,189,1,33.236559,4244,4463,188002.9169,188996.7688,20240505, 20:56:05.2320,20240505, 20:59:44.2320,45.1607217,-65.02405292,45.16451054,-65.0126414,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,9.68443E-06,38,
100,100,1,LM_T01,Transect,3119,190,1,33.414585,4464,4686,189000.9939,189999.8537,20240505, 20:59:45.2320,20240505, 21:03:27.2430,45.16452665,-65.01259273,45.16842951,-65.00117618,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,1.51043E-05,38,
101,101,1,LM_T01,Transect,3119,191,1,33.668416,4687,4910,190004.3145,190997.794,20240505, 21:03:28.2320,20240505, 21:07:11.2320,45.16844877,-65.0011264,45.17239272,-64.98980244,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,8.12731E-06,38,
102,102,1,LM_T01,Transect,3119,192,1,33.525556,4911,5134,191003.1292,191995.9876,20240505, 21:07:12.2320,20240505, 21:10:55.2320,45.17241101,-64.98973996,45.17621257,-64.97835189,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,2.06404E-06,38,
103,103,1,LM_T01,Transect,3119,193,1,32.283943,5135,5358,192000.1141,192996.6578,20240505, 21:10:56.2320,20240505, 21:14:39.2330,45.17622749,-64.97830382,45.17975045,-64.96676969,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,1.07417E-06,38,
104,104,1,LM_T01,Transect,3119,194,1,31.399887,5359,5587,193002.3705,193997.2083,20240505, 21:14:40.2320,20240505, 21:18:28.2320,45.17976602,-64.96670073,45.18332714,-64.95511099,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,8.78473E-07,38,
105,105,1,LM_T01,Transect,3119,195,1,32.324615,5588,5815,194001.054,194996.5102,20240505, 21:18:29.2430,20240505, 21:22:16.2320,45.18334612,-64.95507008,45.18715548,-64.94369856,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,3.94017E-07,38,
106,106,1,LM_T01,Transect,3119,196,1,31.896996,5816,6040,195000.7717,195998.9441,20240505, 21:22:17.2320,20240505, 21:26:01.2320,45.18717211,-64.94364971,45.19103551,-64.9322089,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,2.3008E-07,38,
107,107,1,LM_T01,Transect,3119,197,1,31.581152,6041,6264,196003.0692,196999.398,20240505, 21:26:02.2320,20240505, 21:29:45.2330,45.1910511,-64.93216128,45.19472893,-64.92062986,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,3.01158E-07,38,
108,108,1,LM_T01,Transect,3119,198,1,31.346976,6265,6490,197003.7791,197997.8982,20240505, 21:29:46.2320,20240505, 21:33:31.2320,45.1947466,-64.92058003,45.1986133,-64.90919432,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,5.23907E-07,38,
109,109,1,LM_T01,Transect,3119,199,1,31.076605,6491,6714,198002.3108,198998.0519,20240505, 21:33:32.2430,20240505, 21:37:15.2340,45.19863089,-64.90914399,45.20235628,-64.89764735,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,3.6255E-07,38,
110,110,1,LM_T01,Transect,3119,200,1,30.861383,6715,6943,199002.2716,199996.86,20240505, 21:37:16.2320,20240505, 21:41:04.2320,45.20237244,-64.89759876,45.20610852,-64.88614159,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,2.75769E-07,38,
111,111,1,LM_T01,Transect,3119,201,1,29.933341,6944,7169,200001.3412,200997.2085,20240505, 21:41:05.2320,20240505, 21:44:50.2330,45.20612575,-64.88609002,45.20993597,-64.87465763,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,2.99901E-07,38,
112,112,1,LM_T01,Transect,3119,202,1,30.19717,7170,7389,201001.3104,201996.2985,20240505, 21:44:51.2340,20240505, 21:48:30.2330,45.20995261,-64.87461102,45.21364261,-64.86311269,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,3.09944E-07,38,
113,113,1,LM_T01,Transect,3119,203,1,30.541381,7390,7612,202000.4743,202997.1845,20240505, 21:48:31.2330,20240505, 21:52:13.2320,45.21365924,-64.86306502,45.21750722,-64.85163444,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,2.94233E-07,38,
114,114,1,LM_T01,Transect,3119,204,1,29.934809,7613,7837,203001.5084,203996.0886,20240505, 21:52:14.2330,20240505, 21:55:58.2320,45.21752442,-64.85158508,45.22146393,-64.84023657,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,8.46414E-07,38,
115,115,1,LM_T01,Transect,3119,205,1,29.682723,7838,8061,204000.5495,204999.6,20240505, 21:55:59.2430,20240505, 21:59:42.2320,45.22148241,-64.84018615,45.22537614,-64.82876324,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,5.84806E-07,38,
116,116,1,LM_T01,Transect,3119,206,1,30.314266,8062,8281,205003.6597,205997.6038,20240505, 21:59:43.2320,20240505, 22:03:22.2320,45.22539278,-64.82871722,45.22907619,-64.81722866,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,9.95504E-07,38,
117,117,1,LM_T01,Transect,3119,207,1,28.967552,8282,8504,206001.6905,206997.2101,20240505, 22:03:23.2330,20240505, 22:07:05.2330,45.22909187,-64.81718159,45.2328983,-64.80574127,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,1.32625E-06,38,
118,118,1,LM_T01,Transect,3119,208,1,27.49101,8505,8725,207001.5411,207996.0216,20240505, 22:07:06.2320,20240505, 22:10:46.2320,45.23291723,-64.80569309,45.23666096,-64.79422874,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,1.74958E-06,38,
119,119,1,LM_T01,Transect,3119,209,1,27.920977,8726,8947,208001.0185,208999.2089,20240505, 22:10:47.2330,20240505, 22:14:28.2430,45.23667813,-64.7941701,45.24075292,-64.78286593,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,4.33973E-06,38,
120,120,1,LM_T01,Transect,3119,210,1,27.766466,8948,9166,209005.0158,209999.6376,20240505, 22:14:29.2330,20240505, 22:18:07.2320,45.24076988,-64.78279626,45.24467781,-64.77144122,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,2.12279E-06,38,
121,121,1,LM_T01,Transect,3119,211,1,28.415571,9167,9385,210003.9348,210995.3808,20240505, 22:18:08.2320,20240505, 22:21:46.2330,45.2446961,-64.771393,45.24859328,-64.76007927,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,1.49199E-06,38,
122,122,1,LM_T01,Transect,3119,212,1,29.575556,9386,9612,211000.2961,211997.9989,20240505, 22:21:47.2320,20240505, 22:25:33.2320,45.24860989,-64.76002148,45.25235861,-64.7485125,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,5.03397E-07,38,
123,123,1,LM_T01,Transect,3119,213,1,29.956528,9613,9616,212002.2163,212015.1262,20240505, 22:25:34.2330,20240505, 22:25:37.2330,45.25237283,-64.74846273,45.2524234,-64.74831481,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,4.35666E-09,38,
124,124,2,LM_T02,Transect,3119,214,1,29.551081,9901,10070,213244.6461,213997.4556,20240505, 22:30:22.2320,20240505, 22:33:11.2320,45.25488776,-64.73359917,45.25744531,-64.72475192,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,4.61802E-07,38,
125,125,2,LM_T02,Transect,3119,215,1,28.641043,10071,10294,214001.8791,214999.3895,20240505, 22:33:12.2330,20240505, 22:36:55.2440,45.25746435,-64.72470246,45.26105219,-64.71309193,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,3.56586E-07,38,
126,126,2,LM_T02,Transect,3119,216,1,27.983194,10295,10517,215004.2241,215998.4141,20240505, 22:36:56.2320,20240505, 22:40:38.2320,45.26106868,-64.71303516,45.26485033,-64.70159069,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,3.6974E-07,38,
127,127,2,LM_T02,Transect,3119,217,1,28.48284,10518,10747,216002.8006,216997.3914,20240505, 22:40:39.2320,20240505, 22:44:28.2330,45.26486814,-64.70154082,45.26873709,-64.69016372,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,3.07825E-07,38,
128,128,2,LM_T02,Transect,3119,218,1,29.165869,10748,10981,217001.8077,217998.4134,20240505, 22:44:29.2330,20240505, 22:48:22.2330,45.26875373,-64.69011262,45.2725381,-64.67868671,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,4.73826E-07,38,
129,129,2,LM_T02,Transect,3119,219,1,27.922397,10982,11219,218002.6813,218998.239,20240505, 22:48:23.2320,20240505, 22:52:20.2320,45.27255138,-64.67863568,45.27585689,-64.66710254,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,3.00894E-07,38,
130,130,2,LM_T02,Transect,3119,220,1,30.761613,11220,11469,219002.5609,219996.7885,20240505, 22:52:21.2320,20240505, 22:56:30.2330,45.27586974,-64.66705057,45.27892984,-64.65533521,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,3.23608E-07,38,
131,131,2,LM_T02,Transect,3119,221,1,39.925234,11470,11707,220001.0591,220996.22,20240505, 22:56:31.2330,20240505, 23:00:28.2320,45.2789408,-64.65528309,45.28191657,-64.643502,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,7.90784E-07,38,
132,132,2,LM_T02,Transect,3119,222,1,40.622664,11708,11942,221000.301,221997.8307,20240505, 23:00:29.2330,20240505, 23:04:23.2330,45.28193004,-64.64345362,45.28523629,-64.63173238,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,6.82892E-07,38,
133,133,2,LM_T02,Transect,3119,223,1,35.753872,11943,12180,222000.4334,222996.3045,20240505, 23:04:24.2320,20240505, 23:08:21.2330,45.28524999,-64.63170626,45.28828552,-64.61990041,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,2.06014E-06,38,
134,134,2,LM_T02,Transect,3119,224,1,37.210166,12181,12424,223000.5627,223997.0938,20240505, 23:08:22.2320,20240505, 23:12:25.2320,45.28829841,-64.6198493,45.29093721,-64.60773198,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,1.14503E-06,38,
135,135,2,LM_T02,Transect,3119,225,1,35.185101,12425,12662,224001.1723,224998.3673,20240505, 23:12:26.2320,20240505, 23:16:23.2430,45.29094758,-64.60768211,45.29393743,-64.59572103,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,1.20158E-06,38,
136,136,2,LM_T02,Transect,3119,226,1,32.675989,12663,12894,225002.3985,225994.8032,20240505, 23:16:24.2320,20240505, 23:20:15.2320,45.29395022,-64.59567295,45.29725327,-64.58423953,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,6.53319E-07,38,
137,137,2,LM_T02,Transect,3119,227,1,29.199704,12895,13139,226000.238,226996.1629,20240505, 23:20:16.2320,20240505, 23:24:20.2320,45.29726438,-64.58417328,45.30059123,-64.57246965,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,7.45684E-07,38,
138,138,2,LM_T02,Transect,3119,228,1,23.311174,13140,13378,227000.5249,227996.243,20240505, 23:24:21.2320,20240505, 23:28:19.2330,45.30060657,-64.57241847,45.30391217,-64.56064896,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,3.73514E-07,38,
139,139,2,LM_T02,Transect,3119,229,1,16.888251,13379,13616,228000.4193,228998.5958,20240505, 23:28:20.2320,20240505, 23:32:17.2320,45.30392545,-64.56059915,45.30693086,-64.54877189,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,1.7445E-07,38,
140,140,2,LM_T02,Transect,3119,230,1,18.844156,13617,13624,229002.7367,229033.5516,20240505, 23:32:18.2320,20240505, 23:32:25.2320,45.30694381,-64.54872238,45.30705546,-64.54836911,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,4.78735E-09,38,
141,141,3,LM_T03,Transect,3119,232,1,34.931522,14191,14251,231709.2283,231998.7527,20240505, 23:41:52.2320,20240505, 23:42:52.2320,45.32893703,-64.55041622,45.32788191,-64.55376702,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,4.70157E-07,38,
142,142,3,LM_T03,Transect,3119,233,1,35.863149,14252,14465,232002.9926,232996.8511,20240505, 23:42:53.2320,20240505, 23:46:26.2320,45.32786491,-64.55381522,45.32428503,-64.56537292,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,1.27201E-06,38,
143,143,3,LM_T03,Transect,3119,234,1,39.337211,14466,14695,233001.2063,233999.5098,20240505, 23:46:27.2330,20240505, 23:50:16.2320,45.32426838,-64.5654232,45.32054247,-64.57698709,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,1.99185E-06,38,
144,144,3,LM_T03,Transect,3119,235,1,41.628955,14696,14918,234003.7364,234997.8781,20240505, 23:50:17.2320,20240505, 23:53:59.2330,45.32052646,-64.57703593,45.31671654,-64.58847101,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,2.10057E-06,38,
145,145,3,LM_T03,Transect,3119,236,1,43.557829,14919,15138,235002.0407,235997.112,20240505, 23:54:00.2300,20240505, 23:57:39.2320,45.31670111,-64.58851937,45.31314771,-64.60012158,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,3.90676E-06,38,
146,146,3,LM_T03,Transect,3119,237,1,46.019272,15139,15357,236001.1245,236996.9595,20240505, 23:57:40.2320,20240506, 00:01:18.2320,45.31313274,-64.60016814,45.30987095,-64.61194547,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,1.83041E-06,38,
147,147,3,LM_T03,Transect,3119,238,1,47.63016,15358,15576,237003.0845,237999.4475,20240506, 00:01:19.2320,20240506, 00:04:57.2320,45.309856,-64.61202051,45.30632297,-64.62360667,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,1.56222E-06,38,
148,148,3,LM_T03,Transect,3119,239,1,42.842388,15577,15790,238003.5405,238996.1676,20240506, 00:04:58.2320,20240506, 00:08:31.2320,45.30630634,-64.62365324,45.30287588,-64.63527903,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,2.83312E-06,38,
149,149,3,LM_T03,Transect,3119,240,1,38.322085,15791,16004,239002.2086,239995.2862,20240506, 00:08:32.2330,20240506, 00:12:05.2320,45.30286091,-64.63535295,45.29957086,-64.64706437,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,3.60808E-06,38,
150,150,3,LM_T03,Transect,3119,241,1,30.667108,16005,16218,240001.327,240998.7681,20240506, 00:12:06.2320,20240506, 00:15:39.2320,45.2995543,-64.64713762,45.2964274,-64.65898308,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,1.64378E-06,38,
151,151,3,LM_T03,Transect,3119,242,1,25.368168,16219,16425,241004.5658,241997.2502,20240506, 00:15:40.2330,20240506, 00:19:06.2320,45.29641382,-64.65905428,45.29325068,-64.67081965,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,1.0756E-06,38,
152,152,3,LM_T03,Transect,3119,243,1,31.762829,16426,16626,242001.5091,242999.5464,20240506, 00:19:07.2320,20240506, 00:22:27.2330,45.29323573,-64.67086949,45.28999589,-64.68266526,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,7.60692E-07,38,
153,153,3,LM_T03,Transect,3119,244,1,38.291026,16627,16820,243005.1107,243999.0051,20240506, 00:22:28.2320,20240506, 00:25:41.2330,45.28997929,-64.68273204,45.28672439,-64.69445553,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,5.91365E-07,38,
154,154,3,LM_T03,Transect,3119,245,1,38.961497,16821,17023,244003.2274,244999.9478,20240506, 00:25:42.2320,20240506, 00:29:04.2330,45.28671018,-64.69450542,45.28344025,-64.70626634,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,2.19197E-06,38,
155,155,3,LM_T03,Transect,3119,246,1,39.027026,17024,17221,245005.6707,245999.6774,20240506, 00:29:05.2320,20240506, 00:32:22.2320,45.28342385,-64.70633541,45.28003928,-64.71798596,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,3.82713E-06,38,
156,156,3,LM_T03,Transect,3119,247,1,48.096078,17222,17420,246003.8119,246999.3393,20240506, 00:32:23.2320,20240506, 00:35:41.2320,45.28002076,-64.71803136,45.27650925,-64.72962088,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,4.03831E-06,38,
157,157,3,LM_T03,Transect,3119,248,1,57.455593,17421,17617,247003.6738,247998.9096,20240506, 00:35:42.2320,20240506, 00:38:58.2320,45.27648926,-64.72966793,45.2730139,-64.74127353,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,3.68296E-06,38,
158,158,3,LM_T03,Transect,3119,249,1,54.424866,17618,17810,248003.0516,248997.6665,20240506, 00:38:59.2330,20240506, 00:42:11.2320,45.2729958,-64.74131939,45.26942751,-64.75285853,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,5.3345E-06,38,
159,159,3,LM_T03,Transect,3119,250,1,42.13301,17811,17904,249001.7548,249491.3311,20240506, 00:42:12.2320,20240506, 00:43:45.2320,45.26940751,-64.75290185,45.2674419,-64.75840103,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,5.42851E-06,38,
160,160,4,LM_T04,Transect,3119,251,1,31.671436,18016,18190,250069.3292,250998.5109,20240506, 00:45:37.2320,20240506, 00:48:31.2430,45.2644211,-64.7642184,45.2608271,-64.77482266,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,2.49866E-06,38,
161,161,4,LM_T04,Transect,3119,252,1,28.742871,18191,18373,251004.3076,251999.6695,20240506, 00:48:32.2330,20240506, 00:51:34.2330,45.26080881,-64.77489183,45.25715871,-64.78641117,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,2.60862E-06,38,
162,162,4,LM_T04,Transect,3119,253,1,29.196242,18374,18558,252003.5318,252995.4769,20240506, 00:51:35.2320,20240506, 00:54:39.2320,45.25713876,-64.78645116,45.25355844,-64.7979564,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,2.42576E-06,38,
163,163,4,LM_T04,Transect,3119,254,1,27.866147,18559,18745,253001.3925,253998.9861,20240506, 00:54:40.2320,20240506, 00:57:46.2320,45.25353866,-64.79802635,45.24992011,-64.8095879,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,2.85559E-06,38,
164,164,4,LM_T04,Transect,3119,255,1,29.344191,18746,18939,254005.0808,254998.2434,20240506, 00:57:47.2320,20240506, 01:01:00.2290,45.24990181,-64.80966109,45.24623351,-64.82110744,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,1.41844E-06,38,
165,165,4,LM_T04,Transect,3119,256,1,29.05394,18940,19136,255002.4858,255999.122,20240506, 01:01:01.2320,20240506, 01:04:17.2320,45.24621339,-64.82115308,45.24243886,-64.83257695,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,2.39488E-06,38,
166,166,4,LM_T04,Transect,3119,257,1,27.670974,19137,19330,256003.3699,256999.9368,20240506, 01:04:18.2330,20240506, 01:07:31.2440,45.24241861,-64.83262261,45.2385932,-64.84400705,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,2.7568E-06,38,
167,167,4,LM_T04,Transect,3119,258,1,29.252701,19331,19525,257006.0991,257998.619,20240506, 01:07:32.2330,20240506, 01:10:46.2330,45.23856758,-64.84407656,45.23470346,-64.85538243,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,2.83397E-06,38,
168,168,4,LM_T04,Transect,3119,259,1,26.913911,19526,19722,258004.5055,258998.0574,20240506, 01:10:47.2320,20240506, 01:14:03.2330,45.2346822,-64.85545105,45.23082182,-64.86675986,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,1.59722E-06,38,
169,169,4,LM_T04,Transect,3119,260,1,26.873902,19723,19918,259002.1127,259994.219,20240506, 01:14:04.2320,20240506, 01:17:19.2320,45.23080189,-64.86680288,45.22678694,-64.87798959,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,9.61648E-07,38,
170,170,4,LM_T04,Transect,3119,261,1,29.341414,19919,20115,260000.2439,260998.2694,20240506, 01:17:20.2320,20240506, 01:20:36.2320,45.22676835,-64.87806145,45.22272322,-64.88930474,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,7.17197E-07,38,
171,171,4,LM_T04,Transect,3119,262,1,29.542872,20116,20316,261002.6875,262000,20240506, 01:20:37.2320,20240506, 01:23:57.2320,45.22270314,-64.88935322,45.21871814,-64.90063847,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,7.0127E-07,38,
172,172,4,LM_T04,Transect,3119,263,1,29.005062,20317,20513,262004.2218,262996.8738,20240506, 01:23:58.2330,20240506, 01:27:14.2430,45.21869788,-64.90068393,45.21468112,-64.91187738,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,6.16389E-07,38,
173,173,4,LM_T04,Transect,3119,264,1,27.441913,20514,20710,263000.9866,263995.3073,20240506, 01:27:15.2330,20240506, 01:30:31.2430,45.21466265,-64.91192267,45.21056973,-64.92308407,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,6.45691E-07,38,
174,174,4,LM_T04,Transect,3119,265,1,27.18611,20711,20908,264001.4269,264994.374,20240506, 01:30:32.2330,20240506, 01:33:49.2320,45.21054668,-64.92315473,45.20632952,-64.9342042,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,6.17593E-07,38,
175,175,4,LM_T04,Transect,3119,266,1,28.030342,20909,21110,265000.6578,265997.5156,20240506, 01:33:50.2320,20240506, 01:37:11.2320,45.20630949,-64.9342789,45.20205764,-64.94536497,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,5.87831E-07,38,
176,176,4,LM_T04,Transect,3119,267,1,30.409309,21111,21310,266001.7815,266994.7254,20240506, 01:37:12.2320,20240506, 01:40:31.2320,45.2020376,-64.94541122,45.19841294,-64.9568739,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,5.36936E-07,38,
177,177,4,LM_T04,Transect,3119,268,1,31.238972,21311,21512,267000.9678,267997.7431,20240506, 01:40:32.2430,20240506, 01:43:53.2330,45.19839408,-64.95694863,45.1947142,-64.96843442,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,5.98233E-07,38,
178,178,4,LM_T04,Transect,3119,269,1,31.979539,21513,21721,268003.777,268993.9946,20240506, 01:43:54.2320,20240506, 01:47:22.2320,45.1946976,-64.96850748,45.19105407,-64.97993814,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,5.83282E-07,38,
179,179,4,LM_T04,Transect,3119,270,1,32.602957,21722,21929,269000.0873,269996.4029,20240506, 01:47:23.2330,20240506, 01:50:50.2320,45.19103735,-64.98001193,45.1873158,-64.99146951,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,8.80081E-07,38,
180,180,4,LM_T04,Transect,3119,271,1,31.666809,21930,22134,270002.9686,270996.1653,20240506, 01:50:51.2320,20240506, 01:54:15.2320,45.18729732,-64.99154883,45.18349421,-65.00290969,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,1.12331E-06,38,
181,181,4,LM_T04,Transect,3119,272,1,31.573351,22135,22340,271000.352,271996.1119,20240506, 01:54:16.2330,20240506, 01:57:41.2320,45.18347584,-65.00295619,45.17948881,-65.01422654,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,1.84094E-06,38,
182,182,4,LM_T04,Transect,3119,273,1,31.514711,22341,22544,272000.2428,272998.7852,20240506, 01:57:42.2330,20240506, 02:01:05.2320,45.17947046,-65.01427221,45.17544734,-65.025555,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,2.1041E-06,38,
183,183,4,LM_T04,Transect,3119,274,1,31.591339,22545,22747,273005.1095,273997.6945,20240506, 02:01:06.2320,20240506, 02:04:28.2330,45.17543066,-65.02563188,45.17149544,-65.03687832,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,2.81631E-06,38,
184,184,4,LM_T04,Transect,3119,275,1,31.957782,22748,22950,274001.62,274998.0066,20240506, 02:04:29.2330,20240506, 02:07:51.2430,45.17147873,-65.0369223,45.16766528,-65.04831229,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,2.69847E-06,38,
185,185,4,LM_T04,Transect,3119,276,1,32.379437,22951,23152,275002.0673,275993.976,20240506, 02:07:52.2330,20240506, 02:11:13.2320,45.16764716,-65.04835712,45.16379868,-65.05965748,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,3.20912E-06,38,
186,186,4,LM_T04,Transect,3119,277,1,33.352422,23153,23356,276000.1031,276997.6133,20240506, 02:11:14.2320,20240506, 02:14:37.2320,45.16377875,-65.05973013,45.15977359,-65.07099901,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,5.39531E-06,38,
187,187,4,LM_T04,Transect,3119,278,1,34.141728,23357,23566,277001.8085,277997.8905,20240506, 02:14:38.2320,20240506, 02:18:07.2320,45.15975365,-65.07104428,45.1557117,-65.08229157,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,7.98719E-06,38,
188,188,4,LM_T04,Transect,3119,279,1,34.403131,23567,23783,278002.2799,278997.3379,20240506, 02:18:08.2320,20240506, 02:21:44.2330,45.15569177,-65.08233976,45.15166353,-65.09359115,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,9.15315E-06,38,
189,189,4,LM_T04,Transect,3119,280,1,36.384532,23784,24008,279001.553,279997.9173,20240506, 02:21:45.2320,20240506, 02:25:29.2330,45.1516469,-65.09363932,45.14771157,-65.10496862,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,9.21997E-06,38,
190,190,4,LM_T04,Transect,3119,281,1,37.311858,24009,24234,280002.1333,280998.3389,20240506, 02:25:30.2320,20240506, 02:29:15.2320,45.14769494,-65.10501681,45.14396332,-65.11648838,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,7.46296E-06,38,
191,191,4,LM_T04,Transect,3119,282,1,37.32761,24235,24460,281002.9191,281997.9086,20240506, 02:29:16.2430,20240506, 02:33:01.2320,45.14394486,-65.11654046,45.1403765,-65.1281071,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,8.45109E-06,38,
192,192,4,LM_T04,Transect,3119,283,1,38.604635,24461,24689,282002.2286,282995.822,20240506, 02:33:02.2330,20240506, 02:36:50.2330,45.14035823,-65.12815556,45.13684138,-65.139738,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,1.20337E-05,38,
193,193,4,LM_T04,Transect,3119,284,1,38.058561,24690,24920,283002.209,283998.5089,20240506, 02:36:51.2320,20240506, 02:40:41.2330,45.13682481,-65.13981575,45.1332964,-65.15139909,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,9.51561E-06,38,
