SampleID,Date,Time,SampleWt (gm),Final1Wt (gm),% Moisture,% Fat,
11298036,2011-10-25,7:31:00 PM,3.782,1.0816,71.4,10.07,
11298055,2011-10-25,10:46:00 PM,4.0379,1.1513,71.49,10.01,
11298022,2011-10-25,12:40:00 PM,3.657,1.0213,72.07,9.97,
11298013,2011-10-25,11:36:00 AM,4.0257,1.1641,71.08,9.95,
11298024,2011-10-25,12:58:00 PM,3.7122,1.0532,71.63,9.92,
11297101,2011-10-25,9:59:00 AM,3.7991,1.0536,72.27,9.91,
11298040,2011-10-25,7:49:00 PM,3.9778,1.1384,71.38,9.88,
11298012,2011-10-25,12:11:00 PM,4.4666,1.2478,72.06,9.87,
11298016,2011-10-25,11:54:00 AM,3.607,1.0305,71.43,9.81,
11298044,2011-10-25,8:17:00 PM,3.5691,1.0186,71.46,9.81,
11297096,2011-10-25,5:02:00 AM,3.6559,1.0135,72.28,9.79,
11298053,2011-10-25,10:33:00 PM,4.3493,1.2333,71.64,9.78,
11298006,2011-10-25,10:58:00 AM,4.1396,1.1545,72.11,9.78,
11298015,2011-10-25,11:48:00 AM,4.1632,1.1708,71.88,9.75,
11298005,2011-10-25,10:51:00 AM,3.7999,1.0256,73.01,9.71,
11298020,2011-10-25,12:29:00 PM,4.2591,1.1672,72.6,9.67,
11298056,2011-10-25,10:52:00 PM,3.9149,1.084,72.31,9.64,
11298L2A,2011-10-25,3:38:00 PM,4.052,1.0462,74.18,9.62,
11298045,2011-10-25,8:24:00 PM,4.3375,1.2105,72.09,9.45,
11298014,2011-10-25,11:42:00 AM,3.3462,0.936,72.03,9.4,
11298019,2011-10-25,12:23:00 PM,3.7481,1.0415,72.21,9.36,
11298009,2011-10-25,11:17:00 AM,3.4638,0.9602,72.28,9.36,
11298L2C,2011-10-25,3:50:00 PM,3.6705,1.0128,72.41,9.31,
11297102,2011-10-25,10:05:00 AM,4.4354,1.2139,72.63,9.3,
11298L2B,2011-10-25,3:44:00 PM,4.232,1.13,73.3,9.3,
11298025,2011-10-25,1:04:00 PM,3.7197,1.0152,72.71,9.28,
11298L1A,2011-10-25,2:35:00 PM,3.6514,1.0401,71.52,9.25,
11297057,2011-10-25,8:44:00 AM,4.4954,1.2056,73.18,9.21,
11298004,2011-10-25,10:45:00 AM,4.6155,1.2661,72.57,9.13,
11297078,2011-10-25,5:40:00 AM,3.5017,0.9425,73.08,8.85,
11298035,2011-10-25,7:25:00 PM,3.2502,0.8984,72.36,8.71,
11297072,2011-10-25,9:20:00 AM,3.7573,1.0043,73.27,8.68,
11298011,2011-10-25,11:29:00 AM,4.4082,1.2021,72.73,8.61,
11297098,2011-10-25,4:17:00 AM,3.8047,1.02,73.19,8.5,
11297079,2011-10-25,9:31:00 AM,4.344,1.1521,73.48,8.24,
11297051,2011-10-25,8:27:00 AM,3.8873,1.0339,73.4,8.14,
11297083,2011-10-25,9:42:00 AM,4.1719,1.0917,73.83,8.07,
11297055,2011-10-25,6:19:00 AM,3.9203,1.0404,73.46,7.89,
11297077,2011-10-25,6:13:00 AM,4.094,1.0758,73.72,7.88,
11297090,2011-10-25,5:24:00 AM,3.8336,0.9961,74.02,7.77,
11297062,2011-10-25,9:02:00 AM,4.3114,1.1228,73.96,7.71,
11297063,2011-10-25,7:54:00 AM,4.3865,1.1241,74.37,7.71,
11297054,2011-10-25,7:42:00 AM,3.6738,0.9546,74.02,7.7,
11297074,2011-10-25,7:59:00 AM,3.6349,0.9272,74.49,7.7,
11297052,2011-10-25,6:36:00 AM,3.9431,1.0038,74.54,7.7,
11297086,2011-10-25,4:46:00 AM,3.7237,0.9323,74.96,7.62,
11297061,2011-10-25,8:16:00 AM,4.3266,1.1014,74.54,7.56,
11297091,2011-10-25,6:02:00 AM,4.587,1.1911,74.03,7.51,
11297084,2011-10-25,7:25:00 AM,3.7296,0.9588,74.29,7.49,
11297058,2011-10-25,8:05:00 AM,3.9722,1,74.82,7.37,
11297076,2011-10-25,6:08:00 AM,3.9216,0.9786,75.05,7.36,
11297059,2011-10-25,6:30:00 AM,4.0237,1.013,74.82,7.35,
11297068,2011-10-25,7:31:00 AM,3.4048,0.8781,74.21,7.32,
11297048,2011-10-25,8:10:00 AM,4.0372,1.0216,74.7,7.27,
11297069,2011-10-25,6:54:00 AM,3.741,0.9725,74,7.25,
11297066,2011-10-25,9:13:00 AM,3.719,0.9583,74.23,7.2,
11298010,2011-10-25,11:24:00 AM,3.4102,0.8798,74.2,7.16,
11297081,2011-10-25,9:37:00 AM,3.7723,0.9647,74.43,7.12,
11297075,2011-10-25,9:25:00 AM,3.581,0.9116,74.54,7.11,
11297053,2011-10-25,8:33:00 AM,4.1133,1.0287,74.99,7.1,
11297070,2011-10-25,7:48:00 AM,4.2664,1.0866,74.53,7.06,
11297092,2011-10-25,5:19:00 AM,3.6122,0.9189,74.56,7.05,
11297080,2011-10-25,5:30:00 AM,4.0064,0.9996,75.05,7.05,
11297050,2011-10-25,8:39:00 AM,4.083,1.0232,74.94,7.01,
11297067,2011-10-25,6:47:00 AM,3.893,0.9946,74.45,6.99,
11297064,2011-10-25,9:08:00 AM,3.7417,0.946,74.72,6.95,
11297073,2011-10-25,5:47:00 AM,3.9738,1.029,74.11,6.91,
11297087,2011-10-25,5:35:00 AM,4.2115,1.0701,74.59,6.9,
11297085,2011-10-25,5:13:00 AM,4.2271,1.0396,75.41,6.87,
11297071,2011-10-25,7:36:00 AM,3.7465,0.956,74.48,6.83,
11297049,2011-10-25,8:21:00 AM,4.5887,1.1728,74.44,6.81,
11297088,2011-10-25,4:51:00 AM,3.9605,0.9991,74.77,6.78,
11297089,2011-10-25,5:08:00 AM,3.7995,0.9361,75.36,6.76,
11297065,2011-10-25,6:24:00 AM,4.2308,1.0147,76.02,6.73,
11297056,2011-10-25,6:41:00 AM,4.2945,1.0912,74.59,6.58,
11297060,2011-10-25,8:53:00 AM,4.306,1.0847,74.81,6.51,
11297082,2011-10-25,5:55:00 AM,3.9059,0.9847,74.79,6.17,
11298065,2011-10-26,6:34:00 AM,3.6915,1.0578,71.34,13.03,
11298074R,2011-10-26,9:12:00 AM,3.6674,1.1049,69.87,13.01,
11298071,2011-10-26,8:29:00 AM,3.8561,1.117,71.03,12.99,
11298068,2011-10-26,6:51:00 AM,4.1627,1.2127,70.87,12.89,
11298074,2011-10-26,9:06:00 AM,3.7592,1.1235,70.11,12.43,
11298076P,2011-10-26,9:23:00 AM,3.6115,1.0219,71.7,12.29,
11298072,2011-10-26,8:52:00 AM,3.9844,1.1705,70.62,12.15,
11298059,2011-10-26,12:12:00 AM,4.2728,1.2765,70.13,11.81,
11298065R,2011-10-26,6:40:00 AM,3.7523,1.0758,71.33,11.79,
11298075,2011-10-26,9:17:00 AM,3.5812,1.0581,70.45,11.54,
11298061,2011-10-26,12:24:00 AM,3.8028,1.102,71.02,11.48,
11298068R,2011-10-26,6:57:00 AM,3.7942,1.1008,70.99,11.43,
11298071R,2011-10-26,8:35:00 AM,4.1125,1.2034,70.74,11.09,
11298072R,2011-10-26,9:00:00 AM,3.5166,1.0301,70.71,11.06,
11298062,2011-10-26,12:31:00 AM,4.0509,1.1812,70.84,10.95,
11298076PR,2011-10-26,9:28:00 AM,3.4676,0.9886,71.49,10.87,
11298064,2011-10-26,6:28:00 AM,3.7934,1.0752,71.66,10.84,
11298070,2011-10-26,8:46:00 AM,3.9738,1.1405,71.3,10.8,
11298067,2011-10-26,6:45:00 AM,3.6684,1.0512,71.34,10.79,
11298069,2011-10-26,8:41:00 AM,3.7883,1.0751,71.62,10.75,
11298058,2011-10-26,12:03:00 AM,3.3312,0.9614,71.14,10.74,
11298060,2011-10-26,12:17:00 AM,3.7507,1.079,71.23,10.54,
11298063,2011-10-26,12:36:00 AM,3.4728,1.0026,71.13,10.44,
11299L3B,2011-10-26,7:20:00 PM,3.9315,1.0674,72.85,8.49,
11299L2C,2011-10-26,2:56:00 PM,3.9053,1.0691,72.62,7.93,
11299L1A,2011-10-26,2:25:00 PM,3.8023,0.9124,76,7.41,
11299L1C,2011-10-26,2:38:00 PM,3.7283,0.9647,74.13,7.26,
11299091,2011-10-26,11:41:00 PM,3.9915,1.0168,74.53,6.81,
11299081,2011-10-26,9:02:00 PM,3.7581,0.9625,74.39,6.77,
11299L3C,2011-10-26,7:36:00 PM,3.876,1.0236,73.59,6.75,
11299086,2011-10-26,9:37:00 PM,4.0345,1.0446,74.11,6.74,
11299079,2011-10-26,8:46:00 PM,4.0843,1.0609,74.02,6.7,
11299088,2011-10-26,10:09:00 PM,4.2504,1.0755,74.7,6.7,
11299080,2011-10-26,8:54:00 PM,3.878,0.986,74.57,6.52,
11299090,2011-10-26,11:34:00 PM,3.9184,0.9946,74.62,6.52,
11299L4B,2011-10-26,10:25:00 PM,3.4036,0.8631,74.64,6.52,
11299074,2011-10-26,8:16:00 PM,3.9743,1.0153,74.45,6.5,
11299076,2011-10-26,8:29:00 PM,4.0641,1.0364,74.5,6.5,
11299083,2011-10-26,9:19:00 PM,4.0108,1.0155,74.68,6.49,
11299085,2011-10-26,9:31:00 PM,3.6017,0.9266,74.27,6.18,
11299087,2011-10-26,9:57:00 PM,3.8656,0.978,74.7,6.16,
11299073,2011-10-26,8:09:00 PM,3.9901,1.0126,74.62,6.15,
11299075,2011-10-26,8:22:00 PM,3.4453,0.8619,74.98,6.13,
11299077,2011-10-26,8:37:00 PM,4.4076,1.1154,74.69,6.09,
11299089,2011-10-26,11:05:00 PM,3.3113,0.8464,74.44,6.08,
11299L2B,2011-10-26,2:50:00 PM,3.7877,0.9601,74.65,5.92,
11299082,2011-10-26,9:12:00 PM,3.6323,0.896,75.33,5.85,
11299L4A,2011-10-26,10:17:00 PM,3.8272,0.9472,75.25,5.62,
11299L1B,2011-10-26,2:32:00 PM,3.7163,0.9302,74.97,5.57,
11299084,2011-10-26,9:25:00 PM,4.0887,1.0074,75.36,5.56,
11299L2A,2011-10-26,2:43:00 PM,3.8638,0.9222,76.13,5.08,
11299L4C,2011-10-26,10:34:00 PM,3.5105,0.8031,77.12,4.12,
11299L3AR,2011-10-26,7:28:00 PM,4.4915,0.9942,77.86,2.9,
11299L3,2011-10-26,7:12:00 PM,3.586,0.7923,77.91,2.74,
11300012,2011-10-27,2:24:00 PM,4.0394,1.0168,74.83,8.34,
11299128,2011-10-27,12:54:00 PM,3.8684,0.9525,75.38,7.99,
11299125,2011-10-27,12:37:00 PM,4.0223,1.0425,74.08,7.91,
11300001,2011-10-27,1:18:00 PM,3.385,0.8339,75.36,7.63,
11300003,2011-10-27,1:30:00 PM,3.5882,0.8837,75.37,7.61,
11300013,2011-10-27,2:29:00 PM,4.3478,1.0907,74.91,7.6,
11299129,2011-10-27,12:59:00 PM,4.167,1.0374,75.1,7.6,
11300009,2011-10-27,2:07:00 PM,4.0537,1.0299,74.59,7.27,
11299124,2011-10-27,12:23:00 PM,3.6399,0.9367,74.27,7.25,
11299130,2011-10-27,1:05:00 PM,3.9526,0.9529,75.89,6.81,
11299109,2011-10-27,2:03:00 AM,4.0153,1.0404,74.09,6.79,
11299115,2011-10-27,2:41:00 AM,4.0576,1.072,73.58,6.74,
11299095,2011-10-27,12:34:00 AM,3.5461,0.9031,74.53,6.74,
11299102,2011-10-27,1:18:00 AM,4.1455,1.0775,74.01,6.63,
11300002,2011-10-27,1:24:00 PM,3.6426,0.9291,74.49,6.6,
11299112,2011-10-27,2:21:00 AM,3.5671,0.9221,74.15,6.59,
11299123,2011-10-27,12:29:00 PM,3.6075,0.905,74.91,6.59,
11299107,2011-10-27,1:50:00 AM,3.7775,0.9711,74.29,6.58,
11300010,2011-10-27,2:13:00 PM,3.886,0.9723,74.98,6.58,
11299111,2011-10-27,2:15:00 AM,4.1695,1.0694,74.35,6.55,
11299127,2011-10-27,12:48:00 PM,3.7513,0.9073,75.81,6.52,
11299100,2011-10-27,1:05:00 AM,3.738,0.9544,74.47,6.51,
11299106,2011-10-27,1:41:00 AM,3.5555,0.9183,74.17,6.5,
11300011,2011-10-27,2:18:00 PM,3.5806,0.8875,75.21,6.46,
11299116,2011-10-27,2:47:00 AM,3.9386,1.0169,74.18,6.43,
11299117,2011-10-27,2:55:00 AM,3.9982,1.0297,74.25,6.43,
11299119,2011-10-27,3:07:00 AM,3.6821,0.9444,74.35,6.35,
11299122,2011-10-27,12:08:00 PM,4.1177,1.0423,74.69,6.35,
11299108,2011-10-27,1:57:00 AM,3.9649,0.9993,74.8,6.34,
11300014,2011-10-27,2:37:00 PM,3.6158,0.915,74.69,6.33,
11300005,2011-10-27,1:41:00 PM,3.9256,0.9542,75.69,6.33,
11299094,2011-10-27,12:26:00 AM,3.7487,0.9596,74.4,6.32,
11299101,2011-10-27,1:11:00 AM,3.4683,0.8761,74.74,6.3,
11299126,2011-10-27,12:42:00 PM,4.0859,1.0093,75.3,6.3,
11299097,2011-10-27,12:46:00 AM,4.4053,1.1165,74.66,6.26,
11299105,2011-10-27,1:36:00 AM,4.1662,1.0492,74.82,6.24,
11299093,2011-10-27,12:20:00 AM,4.1038,1.0199,75.15,6.2,
11299131,2011-10-27,1:11:00 PM,4.2759,1.0399,75.68,6.2,
11300006,2011-10-27,1:47:00 PM,4.4634,1.1039,75.27,6.17,
11299120,2011-10-27,11:55:00 AM,4.2748,1.0741,74.87,6.12,
11299104,2011-10-27,1:29:00 AM,3.6825,0.9116,75.24,6.11,
11299098,2011-10-27,12:52:00 AM,3.7699,0.9265,75.42,6.11,
11300007,2011-10-27,1:53:00 PM,4.2981,1.0379,75.85,6.09,
11299096,2011-10-27,12:40:00 AM,4.4564,1.0946,75.44,6.07,
11299118,2011-10-27,3:01:00 AM,3.9555,1,74.72,6.06,
11299092,2011-10-27,12:14:00 AM,3.901,0.9805,74.87,5.99,
11299113,2011-10-27,2:27:00 AM,3.6857,0.9326,74.7,5.93,
11299099,2011-10-27,12:58:00 AM,3.704,0.9325,74.82,5.92,
11299103,2011-10-27,1:23:00 AM,3.4576,0.8431,75.62,5.92,
11299114,2011-10-27,2:34:00 AM,4.2583,1.0686,74.91,5.9,
11299110,2011-10-27,2:09:00 AM,3.4139,0.8337,75.58,5.81,
11300015P,2011-10-27,2:43:00 PM,3.7761,0.9371,75.18,5.75,
11300004,2011-10-27,1:35:00 PM,3.592,0.8678,75.84,5.71,
11300008,2011-10-27,2:00:00 PM,3.6255,0.8979,75.23,5.59,
11299121,2011-10-27,12:01:00 PM,4.0926,1.0103,75.31,5.56,
11353C,2011-12-19,6:00:00 AM,3.6484,0.9177,74.85,4.64,
11353A1,2011-12-19,7:38:00 AM,3.2696,0.7798,76.15,4.53,
11353020,2011-12-19,5:57:00 PM,4.1349,0.9322,77.46,3.84,
11353004,2011-12-19,2:34:00 PM,3.4079,0.7998,76.53,3.75,
11353009,2011-12-19,3:10:00 PM,4.0373,0.9223,77.16,3.75,
11353019,2011-12-19,5:36:00 PM,3.6678,0.8641,76.44,3.68,
11353003,2011-12-19,2:28:00 PM,3.2949,0.7757,76.46,3.68,
11353008,2011-12-19,3:02:00 PM,3.9137,0.9252,76.36,3.64,
11353028,2011-12-19,7:28:00 PM,4.3843,1.0139,76.87,3.64,
11353B1,2011-12-19,7:44:00 AM,3.2757,0.7217,77.97,3.48,
11353B1R,2011-12-19,7:50:00 AM,3.6738,0.8316,77.36,3.46,
11353022,2011-12-19,6:11:00 PM,4.2156,0.9743,76.89,3.45,
11353B,2011-12-19,5:52:00 AM,3.3026,0.7456,77.42,3.4,
11353023,2011-12-19,6:39:00 PM,3.3331,0.7567,77.3,3.39,
11353015,2011-12-19,4:57:00 PM,3.3971,0.7806,77.02,3.37,
11353025,2011-12-19,6:59:00 PM,3.2669,0.7461,77.16,3.35,
11353017,2011-12-19,5:20:00 PM,3.903,0.9331,76.09,3.32,
11353026,2011-12-19,7:05:00 PM,4.1439,0.9614,76.8,3.32,
11353001R,2011-12-19,2:14:00 PM,3.5516,0.8396,76.36,3.26,
11353016,2011-12-19,5:07:00 PM,3.4754,0.7977,77.05,3.24,
11353018,2011-12-19,5:30:00 PM,3.8485,0.8905,76.86,3.22,
11353002,2011-12-19,2:22:00 PM,3.771,0.8714,76.89,3.2,
11353027,2011-12-19,7:18:00 PM,4.293,0.9825,77.11,3.17,
11353001,2011-12-19,2:08:00 PM,3.8203,0.8842,76.86,3.16,
11353024,2011-12-19,6:51:00 PM,3.5378,0.791,77.64,3.16,
11353007,2011-12-19,2:51:00 PM,3.6644,0.8536,76.71,3.11,
11353014,2011-12-19,4:45:00 PM,3.5481,0.8153,77.02,3.1,
11353006,2011-12-19,2:46:00 PM,3.416,0.7861,76.99,3.01,
11353010,2011-12-19,3:17:00 PM,3.8626,0.8938,76.86,2.99,
11353013,2011-12-19,4:37:00 PM,3.9237,0.9175,76.62,2.97,
11353021,2011-12-19,6:04:00 PM,3.4564,0.8182,76.33,2.92,
11353011,2011-12-19,4:25:00 PM,3.2892,0.7612,76.86,2.91,
11353012,2011-12-19,4:31:00 PM,3.7619,0.8583,77.18,2.89,
11353ER,2011-12-19,1:39:00 PM,3.9261,0.9295,76.33,2.84,
11353005,2011-12-19,2:40:00 PM,3.7647,0.8594,77.17,2.76,
11353D,2011-12-19,1:27:00 PM,3.516,0.8271,76.48,2.74,
11353F,2011-12-19,1:48:00 PM,3.6089,0.858,76.23,2.68,
11353A,2011-12-19,5:40:00 AM,3.3621,0.7561,77.51,2.59,
11353E,2011-12-19,1:33:00 PM,3.6044,0.8183,77.3,2.49,
11353029,2011-12-19,7:36:00 PM,4.5425,1.0512,76.86,2.48,
11353C1R,2011-12-19,8:03:00 AM,3.2551,0.7174,77.96,1.4,
11353C1,2011-12-19,7:57:00 AM,3.6266,0.7996,77.95,1.36,
11353032,2011-12-20,6:23:00 AM,3.622,0.875,75.84,4.29,
11353030,2011-12-20,6:07:00 AM,3.7008,0.873,76.41,3.54,
11353034,2011-12-20,6:38:00 AM,3.8188,0.8541,77.63,3.52,
11353031,2011-12-20,6:15:00 AM,3.9617,0.9273,76.59,3.51,
11353033,2011-12-20,6:31:00 AM,3.931,0.9164,76.69,3.34,
11361L4B,2011-12-27,9:53:00 PM,4.3968,1.1006,74.97,5.9,
11361F,2011-12-27,11:19:00 AM,3.7517,0.9221,75.42,5.5,
11361D,2011-12-27,11:03:00 AM,3.8591,0.9503,75.37,5.08,
11361G,2011-12-27,5:34:00 PM,3.5895,0.8909,75.18,4.72,
11361E,2011-12-27,11:11:00 AM,3.7307,0.9194,75.36,4.54,
11361L4A,2011-12-27,9:44:00 PM,3.4254,0.8244,75.93,4.43,
11361011,2011-12-27,2:24:00 PM,3.6952,0.8333,77.45,4.4,
11361H,2011-12-27,5:44:00 PM,4.2875,1.0355,75.85,4.31,
11361I,2011-12-27,5:55:00 PM,3.8783,0.9378,75.82,4.25,
11361008,2011-12-27,1:58:00 PM,3.5939,0.8363,76.73,4.08,
11361L4C,2011-12-27,10:00:00 PM,3.7802,0.8815,76.68,3.96,
11361003,2011-12-27,1:24:00 PM,3.5427,0.8393,76.31,3.91,
11361022,2011-12-27,4:04:00 PM,3.7811,0.8939,76.36,3.85,
11361033,2011-12-27,10:59:00 PM,3.6163,0.8499,76.5,3.74,
11361005,2011-12-27,1:36:00 PM,3.7008,0.8506,77.02,3.71,
11361025,2011-12-27,4:28:00 PM,4.0689,0.9297,77.15,3.67,
11361010,2011-12-27,2:18:00 PM,3.5309,0.7993,77.36,3.67,
11361038,2011-12-27,11:38:00 PM,3.7017,0.8744,76.38,3.65,
11361017,2011-12-27,3:26:00 PM,3.9808,0.9402,76.38,3.62,
11361021,2011-12-27,3:58:00 PM,4.1069,0.9597,76.63,3.47,
11361006,2011-12-27,1:42:00 PM,3.8273,0.885,76.88,3.44,
11361007,2011-12-27,1:51:00 PM,3.7368,0.8655,76.84,3.36,
11361020,2011-12-27,3:51:00 PM,4.1445,0.9561,76.93,3.31,
11361034,2011-12-27,11:05:00 PM,3.4867,0.798,77.11,3.28,
11361035,2011-12-27,11:10:00 PM,3.4447,0.8037,76.67,3.26,
11361013,2011-12-27,2:38:00 PM,3.7474,0.8694,76.8,3.25,
11361039,2011-12-27,11:45:00 PM,3.9024,0.8873,77.26,3.25,
11361014,2011-12-27,2:44:00 PM,3.6517,0.8561,76.56,3.24,
11361001,2011-12-27,1:12:00 PM,3.5675,0.8307,76.71,3.24,
11361026,2011-12-27,4:34:00 PM,3.8268,0.8734,77.18,3.21,
11361016,2011-12-27,2:57:00 PM,3.7653,0.8335,77.86,3.21,
11361023,2011-12-27,4:11:00 PM,3.6782,0.8433,77.07,3.19,
11361015,2011-12-27,2:50:00 PM,3.7921,0.8646,77.2,3.18,
11361036,2011-12-27,11:17:00 PM,3.3206,0.7756,76.64,3.17,
11361032,2011-12-27,10:52:00 PM,4.1133,0.9438,77.05,3.12,
11361018,2011-12-27,3:33:00 PM,3.6374,0.8256,77.3,3.12,
11361028,2011-12-27,10:41:00 PM,3.9691,0.9075,77.14,3.1,
11361030,2011-12-27,10:46:00 PM,3.4724,0.7704,77.81,3.09,
11361019,2011-12-27,3:45:00 PM,3.8507,0.8659,77.51,3.07,
11361B,2011-12-27,7:43:00 AM,3.2961,0.7801,76.33,3.05,
11361004,2011-12-27,1:30:00 PM,3.6572,0.8253,77.43,2.95,
11361024,2011-12-27,4:21:00 PM,3.9035,0.874,77.61,2.95,
11361C,2011-12-27,7:55:00 AM,3.7403,0.8783,76.52,2.94,
11361027,2011-12-27,10:34:00 PM,3.4621,0.7987,76.93,2.91,
11361037,2011-12-27,11:26:00 PM,3.7719,0.8523,77.4,2.86,
11361CR,2011-12-27,8:01:00 AM,4.3475,0.9881,77.27,2.79,
11361009,2011-12-27,2:05:00 PM,3.43,0.7732,77.46,2.71,
11361040,2011-12-27,11:52:00 PM,4.0936,0.9389,77.06,2.69,
11361012,2011-12-27,2:32:00 PM,3.8062,0.8565,77.5,2.6,
11361002,2011-12-27,1:18:00 PM,3.5626,0.7903,77.82,2.6,
11361A,2011-12-27,7:36:00 AM,3.1609,0.7202,77.22,2.34,
11361AR,2011-12-27,7:49:00 AM,3.8103,0.8678,77.22,2.29,
11361067,2011-12-28,8:32:00 AM,3.6313,0.8559,76.43,4.24,
11361065,2011-12-28,8:21:00 AM,3.5984,0.8438,76.55,4.21,
11361053,2011-12-28,1:51:00 AM,3.2291,0.7499,76.78,4.1,
11361066,2011-12-28,8:27:00 AM,3.4307,0.8055,76.52,4.05,
11361044,2011-12-28,12:45:00 AM,3.3055,0.7983,75.85,4.02,
11361052,2011-12-28,1:45:00 AM,3.3681,0.7977,76.32,3.85,
11361060,2011-12-28,2:40:00 AM,3.7975,0.8763,76.92,3.82,
11361064,2011-12-28,8:16:00 AM,3.7731,0.8951,76.28,3.78,
11361057,2011-12-28,2:16:00 AM,3.8429,0.8791,77.12,3.74,
11361043,2011-12-28,12:37:00 AM,3.9744,0.916,76.95,3.68,
11361045,2011-12-28,12:50:00 AM,3.6419,0.8109,77.73,3.56,
11361059,2011-12-28,2:33:00 AM,3.8221,0.8956,76.57,3.54,
11361051,2011-12-28,1:39:00 AM,4.1283,0.9726,76.44,3.52,
11361050,2011-12-28,1:29:00 AM,4.4127,1.049,76.23,3.51,
11361056,2011-12-28,2:09:00 AM,4.005,0.9356,76.64,3.51,
11361049,2011-12-28,1:21:00 AM,3.7378,0.8553,77.12,3.5,
11361055,2011-12-28,2:03:00 AM,3.9704,0.9329,76.5,3.45,
11361047,2011-12-28,1:02:00 AM,3.808,0.8828,76.82,3.36,
11361058,2011-12-28,2:26:00 AM,3.5237,0.8104,77,3.36,
11361042,2011-12-28,12:31:00 AM,3.6616,0.8498,76.79,3.29,
11361041,2011-12-28,12:25:00 AM,4.4636,1.03,76.92,3.28,
11361048,2011-12-28,1:10:00 AM,3.5132,0.8353,76.22,3.24,
11361061,2011-12-28,2:46:00 AM,4.2809,0.9904,76.86,3.18,
11361046,2011-12-28,12:56:00 AM,3.3144,0.758,77.13,3.15,
11361062,2011-12-28,2:52:00 AM,3.6389,0.8468,76.73,3.13,
11361054,2011-12-28,1:57:00 AM,3.2415,0.7498,76.87,3.04,
11361063,2011-12-28,3:00:00 AM,4.4933,1.0474,76.69,2.84,
11363A,2011-12-29,7:22:00 PM,4.2692,1.049,75.43,2.89,
11363B,2011-12-29,7:29:00 PM,3.5473,0.7905,77.72,2.82,
11363C,2011-12-29,7:37:00 PM,4.1765,0.9112,78.18,2.6,
11363050,2011-12-30,10:04:00 AM,3.6064,0.8635,76.06,3.93,
11363039,2011-12-30,9:58:00 AM,4.0305,0.9417,76.64,3.93,
11363056,2011-12-30,11:44:00 AM,3.4581,0.8029,76.78,3.85,
11363044,2011-12-30,9:16:00 AM,3.6718,0.864,76.47,3.76,
11363054,2011-12-30,11:34:00 AM,3.9349,0.9225,76.56,3.62,
11363057,2011-12-30,11:51:00 AM,3.6353,0.8431,76.81,3.54,
11363052,2011-12-30,9:36:00 AM,3.5915,0.8618,76,3.53,
11363055,2011-12-30,11:39:00 AM,3.3912,0.8088,76.15,3.52,
11363045,2011-12-30,9:11:00 AM,3.2316,0.7542,76.66,3.46,
11363047,2011-12-30,9:21:00 AM,3.4636,0.801,76.87,3.46,
11363049,2011-12-30,10:15:00 AM,3.7088,0.8687,76.58,3.45,
11363058P,2011-12-30,11:57:00 AM,3.6728,0.8497,76.86,3.44,
11363041,2011-12-30,9:29:00 AM,3.7119,0.8623,76.77,3.38,
11363040,2011-12-30,10:10:00 AM,3.8954,0.9027,76.83,3.24,
11363048,2011-12-30,9:06:00 AM,3.7177,0.8596,76.88,3.22,
11363042,2011-12-30,9:00:00 AM,3.5376,0.8077,77.17,3.17,
11363053,2011-12-30,11:28:00 AM,3.5248,0.8089,77.05,3.15,
11363043,2011-12-30,9:52:00 AM,4.1773,0.9504,77.25,3.15,
11363051,2011-12-30,9:47:00 AM,3.6156,0.8372,76.84,3.13,
11363046,2011-12-30,9:41:00 AM,3.2402,0.745,77.01,2.99,
12003A,2012-01-03,7:19:00 AM,3.6277,0.9089,74.95,5.7,
12003B,2012-01-03,7:26:00 AM,4.3712,1.0272,76.5,4.85,
12003BR,2012-01-03,7:38:00 AM,3.9473,0.9827,75.1,4.67,
12003D,2012-01-03,12:58:00 PM,3.858,0.8723,77.39,4.31,
12003012,2012-01-03,8:02:00 PM,4.2874,1.0191,76.23,3.72,
12003006,2012-01-03,7:23:00 PM,3.6524,0.8559,76.57,3.7,
12003016,2012-01-03,8:40:00 PM,3.9376,0.9234,76.55,3.56,
12003027,2012-01-03,9:46:00 PM,3.6064,0.8009,77.79,3.54,
12003008,2012-01-03,7:36:00 PM,4.352,1.0255,76.44,3.5,
12003014,2012-01-03,8:15:00 PM,3.8449,0.9044,76.48,3.5,
12003003,2012-01-03,7:05:00 PM,3.2945,0.7736,76.52,3.49,
12003004,2012-01-03,7:12:00 PM,4.1456,0.9666,76.68,3.41,
12003E,2012-01-03,1:11:00 PM,3.8018,0.8592,77.4,3.39,
12003ER,2012-01-03,1:16:00 PM,3.3877,0.7806,76.96,3.37,
12003DR,2012-01-03,1:05:00 PM,3.7203,0.8047,78.37,3.36,
12003007,2012-01-03,7:30:00 PM,4.1808,0.9611,77.01,3.35,
12003005,2012-01-03,7:18:00 PM,4.1535,0.9523,77.07,3.29,
12003032,2012-01-03,10:18:00 PM,4.0115,0.9295,76.83,3.24,
12003002,2012-01-03,6:59:00 PM,3.9661,0.9324,76.49,3.2,
12003FR,2012-01-03,1:29:00 PM,3.4531,0.7798,77.42,3.2,
12003028,2012-01-03,9:52:00 PM,4.2389,0.9825,76.82,3.18,
12003015,2012-01-03,8:34:00 PM,3.61,0.8252,77.14,3.14,
12003023,2012-01-03,9:26:00 PM,3.5237,0.8014,77.26,3.12,
