,Ground,id,Date,Survey.No,No_jars,Abundance,Lengthmm,category,MinLength,MaxLength,MeanLength,SD,Larv_per_jar,Density,hatchDate,MINspawnDate,MAXspawnDate,Julian,JulianMin,JulianMax,LastLength,Day,Month,Year,Condition,Yolk_sac,Preservative,ARC_Count,ARC_Notes,X,Y,TowTime,AvgTowDepth,MaxTowDepth,CTDTemp,CTDSalinity,Volume,TowID,TowReplicate,TowNo,MeanLengthAdjustment,AdjustedMeanAgeInDays,Lon1,Lat1,Lon2,Lat2
156,SB,SB2020-13,2020-08-23,7,1,74,6.21,1,4.01,8.03,6.27027027,0.76865471,74,NA,2020-08-13,2020-08-13,2020-07-30,236,226,212,-10.59,23,8,2020,G,NA,4% formalin,276,appear to be mostly herring,-65.213,45.05245,10,7.166429793,8.9,13.08204917,32.3327457,NA,47,TRUE,1,7.210378378,9.20990991,-65.217,45.0493,-65.209,45.0556
157,SB,SB2020-13,2020-08-23,7,1,74,7.36,1,4.01,8.03,6.27027027,0.76865471,74,NA,2020-08-13,2020-08-13,2020-07-30,236,226,212,-9.44,23,8,2020,G,NA,4% formalin,276,appear to be mostly herring,-65.213,45.05245,10,7.166429793,8.9,13.08204917,32.3327457,NA,47,TRUE,1,7.210378378,9.20990991,-65.217,45.0493,-65.209,45.0556
158,SB,SB2020-13,2020-08-23,7,1,74,6.44,1,4.01,8.03,6.27027027,0.76865471,74,NA,2020-08-13,2020-08-13,2020-07-30,236,226,212,-10.36,23,8,2020,G,NA,4% formalin,276,appear to be mostly herring,-65.213,45.05245,10,7.166429793,8.9,13.08204917,32.3327457,NA,47,TRUE,1,7.210378378,9.20990991,-65.217,45.0493,-65.209,45.0556
159,SB,SB2020-13,2020-08-23,7,1,74,6.48,1,4.01,8.03,6.27027027,0.76865471,74,NA,2020-08-13,2020-08-13,2020-07-30,236,226,212,-10.32,23,8,2020,G,NA,4% formalin,276,appear to be mostly herring,-65.213,45.05245,10,7.166429793,8.9,13.08204917,32.3327457,NA,47,TRUE,1,7.210378378,9.20990991,-65.217,45.0493,-65.209,45.0556
160,SB,SB2020-13,2020-08-23,7,1,74,6.96,1,4.01,8.03,6.27027027,0.76865471,74,NA,2020-08-13,2020-08-13,2020-07-30,236,226,212,-9.84,23,8,2020,G,NA,4% formalin,276,appear to be mostly herring,-65.213,45.05245,10,7.166429793,8.9,13.08204917,32.3327457,NA,47,TRUE,1,7.210378378,9.20990991,-65.217,45.0493,-65.209,45.0556
161,SB,SB2020-13,2020-08-23,7,1,74,6.26,1,4.01,8.03,6.27027027,0.76865471,74,NA,2020-08-13,2020-08-13,2020-07-30,236,226,212,-10.54,23,8,2020,G,NA,4% formalin,276,appear to be mostly herring,-65.213,45.05245,10,7.166429793,8.9,13.08204917,32.3327457,NA,47,TRUE,1,7.210378378,9.20990991,-65.217,45.0493,-65.209,45.0556
162,SB,SB2020-03,2020-06-27,3,1,23,5.63,1,3.68,9.69,5.459565217,1.502910746,23,NA,2020-06-17,2020-06-17,2020-06-03,179,169,155,2.51,27,6,2020,G,NA,4% formalin,76,NA,-65.20833334,45.0416665,10,4.3173,7.804011973,9.29442983,31.92443155,NA,42,TRUE,1,6.405348261,5.855617754,-65.21666667,45.033333,-65.2,45.05
163,SB,SB2020-03,2020-06-27,3,1,23,5.63,1,3.68,9.69,5.459565217,1.502910746,23,NA,2020-06-17,2020-06-17,2020-06-03,179,169,155,2.51,27,6,2020,G,NA,4% formalin,76,NA,-65.20833334,45.0416665,10,4.3173,7.804011973,9.29442983,31.92443155,NA,42,TRUE,1,6.405348261,5.855617754,-65.21666667,45.033333,-65.2,45.05
164,SB,SB2020-03,2020-06-27,3,1,23,9.69,2,3.68,9.69,5.459565217,1.502910746,23,NA,2020-06-17,2020-06-03,2020-05-13,179,155,134,6.57,27,6,2020,H,NA,4% formalin,76,NA,-65.20833334,45.0416665,10,4.3173,7.804011973,9.29442983,31.92443155,NA,42,TRUE,1,6.405348261,5.855617754,-65.21666667,45.033333,-65.2,45.05
165,SB,SB2020-03,2020-06-27,3,1,23,5.4,1,3.68,9.69,5.459565217,1.502910746,23,NA,2020-06-17,2020-06-17,2020-06-03,179,169,155,2.28,27,6,2020,D,NA,4% formalin,76,NA,-65.20833334,45.0416665,10,4.3173,7.804011973,9.29442983,31.92443155,NA,42,TRUE,1,6.405348261,5.855617754,-65.21666667,45.033333,-65.2,45.05
166,SB,SB2020-03,2020-06-27,3,1,23,5.13,1,3.68,9.69,5.459565217,1.502910746,23,NA,2020-06-17,2020-06-17,2020-06-03,179,169,155,2.01,27,6,2020,G,Y,4% formalin,76,NA,-65.20833334,45.0416665,10,4.3173,7.804011973,9.29442983,31.92443155,NA,42,TRUE,1,6.405348261,5.855617754,-65.21666667,45.033333,-65.2,45.05
167,SB,SB2020-03,2020-06-27,3,1,23,5.29,1,3.68,9.69,5.459565217,1.502910746,23,NA,2020-06-17,2020-06-17,2020-06-03,179,169,155,2.17,27,6,2020,G,Y,4% formalin,76,NA,-65.20833334,45.0416665,10,4.3173,7.804011973,9.29442983,31.92443155,NA,42,TRUE,1,6.405348261,5.855617754,-65.21666667,45.033333,-65.2,45.05
168,SB,SB2020-03,2020-06-27,3,1,23,5.82,1,3.68,9.69,5.459565217,1.502910746,23,NA,2020-06-17,2020-06-17,2020-06-03,179,169,155,2.7,27,6,2020,G,NA,4% formalin,76,NA,-65.20833334,45.0416665,10,4.3173,7.804011973,9.29442983,31.92443155,NA,42,TRUE,1,6.405348261,5.855617754,-65.21666667,45.033333,-65.2,45.05
169,SB,SB2020-03,2020-06-27,3,1,23,5.65,1,3.68,9.69,5.459565217,1.502910746,23,NA,2020-06-17,2020-06-17,2020-06-03,179,169,155,2.53,27,6,2020,G,NA,4% formalin,76,NA,-65.20833334,45.0416665,10,4.3173,7.804011973,9.29442983,31.92443155,NA,42,TRUE,1,6.405348261,5.855617754,-65.21666667,45.033333,-65.2,45.05
170,SB,SB2020-03,2020-06-27,3,1,23,5.59,1,3.68,9.69,5.459565217,1.502910746,23,NA,2020-06-17,2020-06-17,2020-06-03,179,169,155,2.47,27,6,2020,G,NA,4% formalin,76,NA,-65.20833334,45.0416665,10,4.3173,7.804011973,9.29442983,31.92443155,NA,42,TRUE,1,6.405348261,5.855617754,-65.21666667,45.033333,-65.2,45.05
171,SB,SB2020-03,2020-06-27,3,1,23,5.78,1,3.68,9.69,5.459565217,1.502910746,23,NA,2020-06-17,2020-06-17,2020-06-03,179,169,155,2.66,27,6,2020,G,NA,4% formalin,76,NA,-65.20833334,45.0416665,10,4.3173,7.804011973,9.29442983,31.92443155,NA,42,TRUE,1,6.405348261,5.855617754,-65.21666667,45.033333,-65.2,45.05
172,SB,SB2020-03,2020-06-27,3,1,23,3.76,1,3.68,9.69,5.459565217,1.502910746,23,NA,2020-06-17,2020-06-17,2020-06-03,179,169,155,0.64,27,6,2020,G,Y,4% formalin,76,NA,-65.20833334,45.0416665,10,4.3173,7.804011973,9.29442983,31.92443155,NA,42,TRUE,1,6.405348261,5.855617754,-65.21666667,45.033333,-65.2,45.05
173,SB,SB2020-03,2020-06-27,3,1,23,4.85,1,3.68,9.69,5.459565217,1.502910746,23,NA,2020-06-17,2020-06-17,2020-06-03,179,169,155,1.73,27,6,2020,G,NA,4% formalin,76,NA,-65.20833334,45.0416665,10,4.3173,7.804011973,9.29442983,31.92443155,NA,42,TRUE,1,6.405348261,5.855617754,-65.21666667,45.033333,-65.2,45.05
174,SB,SB2020-03,2020-06-27,3,1,23,4.45,1,3.68,9.69,5.459565217,1.502910746,23,NA,2020-06-17,2020-06-17,2020-06-03,179,169,155,1.33,27,6,2020,G,NA,4% formalin,76,NA,-65.20833334,45.0416665,10,4.3173,7.804011973,9.29442983,31.92443155,NA,42,TRUE,1,6.405348261,5.855617754,-65.21666667,45.033333,-65.2,45.05
175,SB,SB2020-03,2020-06-27,3,1,23,4.5,1,3.68,9.69,5.459565217,1.502910746,23,NA,2020-06-17,2020-06-17,2020-06-03,179,169,155,1.38,27,6,2020,G,NA,4% formalin,76,NA,-65.20833334,45.0416665,10,4.3173,7.804011973,9.29442983,31.92443155,NA,42,TRUE,1,6.405348261,5.855617754,-65.21666667,45.033333,-65.2,45.05
176,SB,SB2020-03,2020-06-27,3,1,23,6.35,1,3.68,9.69,5.459565217,1.502910746,23,NA,2020-06-17,2020-06-17,2020-06-03,179,169,155,3.23,27,6,2020,G,NA,4% formalin,76,NA,-65.20833334,45.0416665,10,4.3173,7.804011973,9.29442983,31.92443155,NA,42,TRUE,1,6.405348261,5.855617754,-65.21666667,45.033333,-65.2,45.05
177,SB,SB2020-03,2020-06-27,3,1,23,6.08,1,3.68,9.69,5.459565217,1.502910746,23,NA,2020-06-17,2020-06-17,2020-06-03,179,169,155,2.96,27,6,2020,G,NA,4% formalin,76,NA,-65.20833334,45.0416665,10,4.3173,7.804011973,9.29442983,31.92443155,NA,42,TRUE,1,6.405348261,5.855617754,-65.21666667,45.033333,-65.2,45.05
178,SB,SB2020-03,2020-06-27,3,1,23,4.39,1,3.68,9.69,5.459565217,1.502910746,23,NA,2020-06-17,2020-06-17,2020-06-03,179,169,155,1.27,27,6,2020,G,NA,4% formalin,76,NA,-65.20833334,45.0416665,10,4.3173,7.804011973,9.29442983,31.92443155,NA,42,TRUE,1,6.405348261,5.855617754,-65.21666667,45.033333,-65.2,45.05
179,SB,SB2020-03,2020-06-27,3,1,23,3.68,1,3.68,9.69,5.459565217,1.502910746,23,NA,2020-06-17,2020-06-17,2020-06-03,179,169,155,0.56,27,6,2020,G,NA,4% formalin,76,NA,-65.20833334,45.0416665,10,4.3173,7.804011973,9.29442983,31.92443155,NA,42,TRUE,1,6.405348261,5.855617754,-65.21666667,45.033333,-65.2,45.05
180,SB,SB2020-03,2020-06-27,3,1,23,5.4,1,3.68,9.69,5.459565217,1.502910746,23,NA,2020-06-17,2020-06-17,2020-06-03,179,169,155,2.28,27,6,2020,G,Y,4% formalin,76,NA,-65.20833334,45.0416665,10,4.3173,7.804011973,9.29442983,31.92443155,NA,42,TRUE,1,6.405348261,5.855617754,-65.21666667,45.033333,-65.2,45.05
181,SB,SB2020-03,2020-06-27,3,1,23,4.54,1,3.68,9.69,5.459565217,1.502910746,23,NA,2020-06-17,2020-06-17,2020-06-03,179,169,155,1.42,27,6,2020,G,Y,4% formalin,76,NA,-65.20833334,45.0416665,10,4.3173,7.804011973,9.29442983,31.92443155,NA,42,TRUE,1,6.405348261,5.855617754,-65.21666667,45.033333,-65.2,45.05
182,SB,SB2020-03,2020-06-27,3,1,23,9.54,2,3.68,9.69,5.459565217,1.502910746,23,NA,2020-06-17,2020-06-03,2020-05-13,179,155,134,6.42,27,6,2020,G,Y,4% formalin,76,NA,-65.20833334,45.0416665,10,4.3173,7.804011973,9.29442983,31.92443155,NA,42,TRUE,1,6.405348261,5.855617754,-65.21666667,45.033333,-65.2,45.05
183,SB,SB2020-03,2020-06-27,3,1,23,4.22,1,3.68,9.69,5.459565217,1.502910746,23,NA,2020-06-17,2020-06-17,2020-06-03,179,169,155,1.1,27,6,2020,G,NA,4% formalin,76,NA,-65.20833334,45.0416665,10,4.3173,7.804011973,9.29442983,31.92443155,NA,42,TRUE,1,6.405348261,5.855617754,-65.21666667,45.033333,-65.2,45.05
184,SB,SB2020-03,2020-06-27,3,1,23,4.2,1,3.68,9.69,5.459565217,1.502910746,23,NA,2020-06-17,2020-06-17,2020-06-03,179,169,155,1.08,27,6,2020,G,NA,4% formalin,76,NA,-65.20833334,45.0416665,10,4.3173,7.804011973,9.29442983,31.92443155,NA,42,TRUE,1,6.405348261,5.855617754,-65.21666667,45.033333,-65.2,45.05
185,SB,SB2020-02,2020-06-14,2,1,17,4.4,1,3.19,6.69,4.361764706,0.878900132,17,0.001011063,2020-06-04,2020-06-04,2020-05-21,166,156,142,4.4,14,6,2020,G,NA,4% formalin,82,NA,-65.12354,45.035,10,4.082376488,5.683132347,8.096428707,30.88311432,16813.98277,41,TRUE,2,5.315232353,1.313468137,-65.12,45.03,-65.12708,45.04
186,SB,SB2020-02,2020-06-14,2,1,17,4.23,1,3.19,6.69,4.361764706,0.878900132,17,0.001011063,2020-06-04,2020-06-04,2020-05-21,166,156,142,4.23,14,6,2020,G,NA,4% formalin,82,NA,-65.12354,45.035,10,4.082376488,5.683132347,8.096428707,30.88311432,16813.98277,41,TRUE,2,5.315232353,1.313468137,-65.12,45.03,-65.12708,45.04
187,SB,SB2020-02,2020-06-14,2,1,17,5.19,1,3.19,6.69,4.361764706,0.878900132,17,0.001011063,2020-06-04,2020-06-04,2020-05-21,166,156,142,5.19,14,6,2020,G,NA,4% formalin,82,NA,-65.12354,45.035,10,4.082376488,5.683132347,8.096428707,30.88311432,16813.98277,41,TRUE,2,5.315232353,1.313468137,-65.12,45.03,-65.12708,45.04
188,SB,SB2020-02,2020-06-14,2,1,17,5.42,1,3.19,6.69,4.361764706,0.878900132,17,0.001011063,2020-06-04,2020-06-04,2020-05-21,166,156,142,5.42,14,6,2020,G,NA,4% formalin,82,NA,-65.12354,45.035,10,4.082376488,5.683132347,8.096428707,30.88311432,16813.98277,41,TRUE,2,5.315232353,1.313468137,-65.12,45.03,-65.12708,45.04
189,SB,SB2020-02,2020-06-14,2,1,17,4.55,1,3.19,6.69,4.361764706,0.878900132,17,0.001011063,2020-06-04,2020-06-04,2020-05-21,166,156,142,4.55,14,6,2020,G,NA,4% formalin,82,NA,-65.12354,45.035,10,4.082376488,5.683132347,8.096428707,30.88311432,16813.98277,41,TRUE,2,5.315232353,1.313468137,-65.12,45.03,-65.12708,45.04
190,SB,SB2020-02,2020-06-14,2,1,17,4.9,1,3.19,6.69,4.361764706,0.878900132,17,0.001011063,2020-06-04,2020-06-04,2020-05-21,166,156,142,4.9,14,6,2020,G,NA,4% formalin,82,NA,-65.12354,45.035,10,4.082376488,5.683132347,8.096428707,30.88311432,16813.98277,41,TRUE,2,5.315232353,1.313468137,-65.12,45.03,-65.12708,45.04
191,SB,SB2020-02,2020-06-14,2,1,17,3.99,1,3.19,6.69,4.361764706,0.878900132,17,0.001011063,2020-06-04,2020-06-04,2020-05-21,166,156,142,3.99,14,6,2020,G,NA,4% formalin,82,NA,-65.12354,45.035,10,4.082376488,5.683132347,8.096428707,30.88311432,16813.98277,41,TRUE,2,5.315232353,1.313468137,-65.12,45.03,-65.12708,45.04
192,SB,SB2020-02,2020-06-14,2,1,17,3.73,1,3.19,6.69,4.361764706,0.878900132,17,0.001011063,2020-06-04,2020-06-04,2020-05-21,166,156,142,3.73,14,6,2020,G,NA,4% formalin,82,NA,-65.12354,45.035,10,4.082376488,5.683132347,8.096428707,30.88311432,16813.98277,41,TRUE,2,5.315232353,1.313468137,-65.12,45.03,-65.12708,45.04
193,SB,SB2020-02,2020-06-14,2,1,17,4.6,1,3.19,6.69,4.361764706,0.878900132,17,0.001011063,2020-06-04,2020-06-04,2020-05-21,166,156,142,4.6,14,6,2020,G,NA,4% formalin,82,NA,-65.12354,45.035,10,4.082376488,5.683132347,8.096428707,30.88311432,16813.98277,41,TRUE,2,5.315232353,1.313468137,-65.12,45.03,-65.12708,45.04
194,SB,SB2020-02,2020-06-14,2,1,17,6.69,1,3.19,6.69,4.361764706,0.878900132,17,0.001011063,2020-06-04,2020-06-04,2020-05-21,166,156,142,6.69,14,6,2020,G,NA,4% formalin,82,NA,-65.12354,45.035,10,4.082376488,5.683132347,8.096428707,30.88311432,16813.98277,41,TRUE,2,5.315232353,1.313468137,-65.12,45.03,-65.12708,45.04
195,SB,SB2020-02,2020-06-14,2,1,17,3.45,1,3.19,6.69,4.361764706,0.878900132,17,0.001011063,2020-06-04,2020-06-04,2020-05-21,166,156,142,3.45,14,6,2020,G,NA,4% formalin,82,NA,-65.12354,45.035,10,4.082376488,5.683132347,8.096428707,30.88311432,16813.98277,41,TRUE,2,5.315232353,1.313468137,-65.12,45.03,-65.12708,45.04
196,SB,SB2020-02,2020-06-14,2,1,17,4.12,1,3.19,6.69,4.361764706,0.878900132,17,0.001011063,2020-06-04,2020-06-04,2020-05-21,166,156,142,4.12,14,6,2020,G,NA,4% formalin,82,NA,-65.12354,45.035,10,4.082376488,5.683132347,8.096428707,30.88311432,16813.98277,41,TRUE,2,5.315232353,1.313468137,-65.12,45.03,-65.12708,45.04
197,SB,SB2020-02,2020-06-14,2,1,17,4.72,1,3.19,6.69,4.361764706,0.878900132,17,0.001011063,2020-06-04,2020-06-04,2020-05-21,166,156,142,4.72,14,6,2020,G,NA,4% formalin,82,NA,-65.12354,45.035,10,4.082376488,5.683132347,8.096428707,30.88311432,16813.98277,41,TRUE,2,5.315232353,1.313468137,-65.12,45.03,-65.12708,45.04
198,SB,SB2020-02,2020-06-14,2,1,17,4.01,1,3.19,6.69,4.361764706,0.878900132,17,0.001011063,2020-06-04,2020-06-04,2020-05-21,166,156,142,4.01,14,6,2020,G,NA,4% formalin,82,NA,-65.12354,45.035,10,4.082376488,5.683132347,8.096428707,30.88311432,16813.98277,41,TRUE,2,5.315232353,1.313468137,-65.12,45.03,-65.12708,45.04
199,SB,SB2020-02,2020-06-14,2,1,17,3.23,1,3.19,6.69,4.361764706,0.878900132,17,0.001011063,2020-06-04,2020-06-04,2020-05-21,166,156,142,3.23,14,6,2020,G,NA,4% formalin,82,NA,-65.12354,45.035,10,4.082376488,5.683132347,8.096428707,30.88311432,16813.98277,41,TRUE,2,5.315232353,1.313468137,-65.12,45.03,-65.12708,45.04
200,SB,SB2020-02,2020-06-14,2,1,17,3.19,1,3.19,6.69,4.361764706,0.878900132,17,0.001011063,2020-06-04,2020-06-04,2020-05-21,166,156,142,3.19,14,6,2020,G,NA,4% formalin,82,NA,-65.12354,45.035,10,4.082376488,5.683132347,8.096428707,30.88311432,16813.98277,41,TRUE,2,5.315232353,1.313468137,-65.12,45.03,-65.12708,45.04
201,SB,SB2020-02,2020-06-14,2,1,17,3.73,1,3.19,6.69,4.361764706,0.878900132,17,0.001011063,2020-06-04,2020-06-04,2020-05-21,166,156,142,3.73,14,6,2020,G,Y,4% formalin,82,NA,-65.12354,45.035,10,4.082376488,5.683132347,8.096428707,30.88311432,16813.98277,41,TRUE,2,5.315232353,1.313468137,-65.12,45.03,-65.12708,45.04
202,SB,SB2020-01,2020-06-14,2,1,26,6.33,1,3.05,9.07,5.683076923,1.58263772,26,NA,2020-06-04,2020-06-04,2020-05-21,166,156,142,6.33,14,6,2020,G,NA,4% formalin,73,NA,-65.115,45.025,9,11.78051004,19.98895913,8.053931279,30.91681694,NA,41,TRUE,1,6.627295385,6.780397436,-65.12,45.02,-65.11,45.03
203,SB,SB2020-01,2020-06-14,2,1,26,5.4,1,3.05,9.07,5.683076923,1.58263772,26,NA,2020-06-04,2020-06-04,2020-05-21,166,156,142,5.4,14,6,2020,G,NA,4% formalin,73,NA,-65.115,45.025,9,11.78051004,19.98895913,8.053931279,30.91681694,NA,41,TRUE,1,6.627295385,6.780397436,-65.12,45.02,-65.11,45.03
204,SB,SB2020-01,2020-06-14,2,1,26,5.93,1,3.05,9.07,5.683076923,1.58263772,26,NA,2020-06-04,2020-06-04,2020-05-21,166,156,142,5.93,14,6,2020,H,NA,4% formalin,73,NA,-65.115,45.025,9,11.78051004,19.98895913,8.053931279,30.91681694,NA,41,TRUE,1,6.627295385,6.780397436,-65.12,45.02,-65.11,45.03
205,SB,SB2020-01,2020-06-14,2,1,26,6.3,1,3.05,9.07,5.683076923,1.58263772,26,NA,2020-06-04,2020-06-04,2020-05-21,166,156,142,6.3,14,6,2020,G,NA,4% formalin,73,NA,-65.115,45.025,9,11.78051004,19.98895913,8.053931279,30.91681694,NA,41,TRUE,1,6.627295385,6.780397436,-65.12,45.02,-65.11,45.03
206,SB,SB2020-01,2020-06-14,2,1,26,6.26,1,3.05,9.07,5.683076923,1.58263772,26,NA,2020-06-04,2020-06-04,2020-05-21,166,156,142,6.26,14,6,2020,G,NA,4% formalin,73,NA,-65.115,45.025,9,11.78051004,19.98895913,8.053931279,30.91681694,NA,41,TRUE,1,6.627295385,6.780397436,-65.12,45.02,-65.11,45.03
207,SB,SB2020-01,2020-06-14,2,1,26,9.03,2,3.05,9.07,5.683076923,1.58263772,26,NA,2020-06-04,2020-05-21,2020-04-30,166,142,121,9.03,14,6,2020,G,NA,4% formalin,73,NA,-65.115,45.025,9,11.78051004,19.98895913,8.053931279,30.91681694,NA,41,TRUE,1,6.627295385,6.780397436,-65.12,45.02,-65.11,45.03
208,SB,SB2020-01,2020-06-14,2,1,26,6.07,1,3.05,9.07,5.683076923,1.58263772,26,NA,2020-06-04,2020-06-04,2020-05-21,166,156,142,6.07,14,6,2020,G,NA,4% formalin,73,NA,-65.115,45.025,9,11.78051004,19.98895913,8.053931279,30.91681694,NA,41,TRUE,1,6.627295385,6.780397436,-65.12,45.02,-65.11,45.03
209,SB,SB2020-01,2020-06-14,2,1,26,6.56,1,3.05,9.07,5.683076923,1.58263772,26,NA,2020-06-04,2020-06-04,2020-05-21,166,156,142,6.56,14,6,2020,G,NA,4% formalin,73,NA,-65.115,45.025,9,11.78051004,19.98895913,8.053931279,30.91681694,NA,41,TRUE,1,6.627295385,6.780397436,-65.12,45.02,-65.11,45.03
210,SB,SB2020-01,2020-06-14,2,1,26,6.23,1,3.05,9.07,5.683076923,1.58263772,26,NA,2020-06-04,2020-06-04,2020-05-21,166,156,142,6.23,14,6,2020,G,NA,4% formalin,73,NA,-65.115,45.025,9,11.78051004,19.98895913,8.053931279,30.91681694,NA,41,TRUE,1,6.627295385,6.780397436,-65.12,45.02,-65.11,45.03
211,SB,SB2020-01,2020-06-14,2,1,26,7.41,1,3.05,9.07,5.683076923,1.58263772,26,NA,2020-06-04,2020-06-04,2020-05-21,166,156,142,7.41,14,6,2020,G,NA,4% formalin,73,NA,-65.115,45.025,9,11.78051004,19.98895913,8.053931279,30.91681694,NA,41,TRUE,1,6.627295385,6.780397436,-65.12,45.02,-65.11,45.03
212,SB,SB2020-01,2020-06-14,2,1,26,6.54,1,3.05,9.07,5.683076923,1.58263772,26,NA,2020-06-04,2020-06-04,2020-05-21,166,156,142,6.54,14,6,2020,G,NA,4% formalin,73,NA,-65.115,45.025,9,11.78051004,19.98895913,8.053931279,30.91681694,NA,41,TRUE,1,6.627295385,6.780397436,-65.12,45.02,-65.11,45.03
213,SB,SB2020-01,2020-06-14,2,1,26,9.07,2,3.05,9.07,5.683076923,1.58263772,26,NA,2020-06-04,2020-05-21,2020-04-30,166,142,121,9.07,14,6,2020,G,NA,4% formalin,73,NA,-65.115,45.025,9,11.78051004,19.98895913,8.053931279,30.91681694,NA,41,TRUE,1,6.627295385,6.780397436,-65.12,45.02,-65.11,45.03
214,SB,SB2020-01,2020-06-14,2,1,26,5.96,1,3.05,9.07,5.683076923,1.58263772,26,NA,2020-06-04,2020-06-04,2020-05-21,166,156,142,5.96,14,6,2020,G,NA,4% formalin,73,NA,-65.115,45.025,9,11.78051004,19.98895913,8.053931279,30.91681694,NA,41,TRUE,1,6.627295385,6.780397436,-65.12,45.02,-65.11,45.03
215,SB,SB2020-01,2020-06-14,2,1,26,4,1,3.05,9.07,5.683076923,1.58263772,26,NA,2020-06-04,2020-06-04,2020-05-21,166,156,142,4,14,6,2020,G,NA,4% formalin,73,NA,-65.115,45.025,9,11.78051004,19.98895913,8.053931279,30.91681694,NA,41,TRUE,1,6.627295385,6.780397436,-65.12,45.02,-65.11,45.03
216,SB,SB2020-01,2020-06-14,2,1,26,6.06,1,3.05,9.07,5.683076923,1.58263772,26,NA,2020-06-04,2020-06-04,2020-05-21,166,156,142,6.06,14,6,2020,G,NA,4% formalin,73,NA,-65.115,45.025,9,11.78051004,19.98895913,8.053931279,30.91681694,NA,41,TRUE,1,6.627295385,6.780397436,-65.12,45.02,-65.11,45.03
217,SB,SB2020-01,2020-06-14,2,1,26,4.35,1,3.05,9.07,5.683076923,1.58263772,26,NA,2020-06-04,2020-06-04,2020-05-21,166,156,142,4.35,14,6,2020,G,NA,4% formalin,73,NA,-65.115,45.025,9,11.78051004,19.98895913,8.053931279,30.91681694,NA,41,TRUE,1,6.627295385,6.780397436,-65.12,45.02,-65.11,45.03
218,SB,SB2020-01,2020-06-14,2,1,26,6.05,1,3.05,9.07,5.683076923,1.58263772,26,NA,2020-06-04,2020-06-04,2020-05-21,166,156,142,6.05,14,6,2020,G,NA,4% formalin,73,NA,-65.115,45.025,9,11.78051004,19.98895913,8.053931279,30.91681694,NA,41,TRUE,1,6.627295385,6.780397436,-65.12,45.02,-65.11,45.03
219,SB,SB2020-01,2020-06-14,2,1,26,6.42,1,3.05,9.07,5.683076923,1.58263772,26,NA,2020-06-04,2020-06-04,2020-05-21,166,156,142,6.42,14,6,2020,G,NA,4% formalin,73,NA,-65.115,45.025,9,11.78051004,19.98895913,8.053931279,30.91681694,NA,41,TRUE,1,6.627295385,6.780397436,-65.12,45.02,-65.11,45.03
220,SB,SB2020-01,2020-06-14,2,1,26,3.54,1,3.05,9.07,5.683076923,1.58263772,26,NA,2020-06-04,2020-06-04,2020-05-21,166,156,142,3.54,14,6,2020,G,Y,4% formalin,73,NA,-65.115,45.025,9,11.78051004,19.98895913,8.053931279,30.91681694,NA,41,TRUE,1,6.627295385,6.780397436,-65.12,45.02,-65.11,45.03
221,SB,SB2020-01,2020-06-14,2,1,26,3.73,1,3.05,9.07,5.683076923,1.58263772,26,NA,2020-06-04,2020-06-04,2020-05-21,166,156,142,3.73,14,6,2020,G,Y,4% formalin,73,NA,-65.115,45.025,9,11.78051004,19.98895913,8.053931279,30.91681694,NA,41,TRUE,1,6.627295385,6.780397436,-65.12,45.02,-65.11,45.03
222,SB,SB2020-01,2020-06-14,2,1,26,3.72,1,3.05,9.07,5.683076923,1.58263772,26,NA,2020-06-04,2020-06-04,2020-05-21,166,156,142,3.72,14,6,2020,G,NA,4% formalin,73,NA,-65.115,45.025,9,11.78051004,19.98895913,8.053931279,30.91681694,NA,41,TRUE,1,6.627295385,6.780397436,-65.12,45.02,-65.11,45.03
223,SB,SB2020-01,2020-06-14,2,1,26,3.24,1,3.05,9.07,5.683076923,1.58263772,26,NA,2020-06-04,2020-06-04,2020-05-21,166,156,142,3.24,14,6,2020,G,NA,4% formalin,73,NA,-65.115,45.025,9,11.78051004,19.98895913,8.053931279,30.91681694,NA,41,TRUE,1,6.627295385,6.780397436,-65.12,45.02,-65.11,45.03
224,SB,SB2020-01,2020-06-14,2,1,26,6.11,1,3.05,9.07,5.683076923,1.58263772,26,NA,2020-06-04,2020-06-04,2020-05-21,166,156,142,6.11,14,6,2020,G,NA,4% formalin,73,NA,-65.115,45.025,9,11.78051004,19.98895913,8.053931279,30.91681694,NA,41,TRUE,1,6.627295385,6.780397436,-65.12,45.02,-65.11,45.03
225,SB,SB2020-01,2020-06-14,2,1,26,6.3,1,3.05,9.07,5.683076923,1.58263772,26,NA,2020-06-04,2020-06-04,2020-05-21,166,156,142,6.3,14,6,2020,G,NA,4% formalin,73,NA,-65.115,45.025,9,11.78051004,19.98895913,8.053931279,30.91681694,NA,41,TRUE,1,6.627295385,6.780397436,-65.12,45.02,-65.11,45.03
226,SB,SB2020-01,2020-06-14,2,1,26,4.1,1,3.05,9.07,5.683076923,1.58263772,26,NA,2020-06-04,2020-06-04,2020-05-21,166,156,142,4.1,14,6,2020,G,NA,4% formalin,73,NA,-65.115,45.025,9,11.78051004,19.98895913,8.053931279,30.91681694,NA,41,TRUE,1,6.627295385,6.780397436,-65.12,45.02,-65.11,45.03
