"","Ground","id","Date","Julian","Day","Month","Year","Survey.No","No_jars","Abundance","Lengthmm","LengthAdjustment","category","MinLength","MaxLength","MeanLength","SD","Larv_per_jar","Density","AgeInDays","MeanAgeInDays","hatchDate","SpawnDate","JulianSpawnDate","Condition","Yolk_sac","Preservative","ARC_Count","ARC_Notes","Lon1","Lat1","Lon2","Lat2","TowTime","AvgTowDepth","MaxTowDepth","CTDAvgTemp","Volume"
"221","SB","SB2020-01",2020-06-14,166,14,6,"2020","2",1,43,3.73,4.68789,"1",4.01265,9.99051,6.10857279069767,1.47702643714342,43,NA,-1.30045833333334,4.61905329457364,2020-06-15,2020-06-01,153,"G","Y","4% formalin",73,NA,-65.12,45.02,-65.11,45.03,9,11.78051004,19.98895913,7.69,NA
"222","SB","SB2020-01",2020-06-14,166,14,6,"2020","2",1,43,3.72,4.67796,"1",4.01265,9.99051,6.10857279069767,1.47702643714342,43,NA,-1.34183333333333,4.61905329457364,2020-06-15,2020-06-01,153,"G",NA,"4% formalin",73,NA,-65.12,45.02,-65.11,45.03,9,11.78051004,19.98895913,7.69,NA
"223","SB","SB2020-01",2020-06-14,166,14,6,"2020","2",1,43,3.24,4.20132,"1",4.01265,9.99051,6.10857279069767,1.47702643714342,43,NA,-3.32783333333333,4.61905329457364,2020-06-17,2020-06-03,155,"G",NA,"4% formalin",73,NA,-65.12,45.02,-65.11,45.03,9,11.78051004,19.98895913,7.69,NA
"224","SB","SB2020-01",2020-06-14,166,14,6,"2020","2",1,43,6.11,7.05123,"1",4.01265,9.99051,6.10857279069767,1.47702643714342,43,NA,8.54679166666667,4.61905329457364,2020-06-05,2020-05-22,143,"G",NA,"4% formalin",73,NA,-65.12,45.02,-65.11,45.03,9,11.78051004,19.98895913,7.69,NA
"225","SB","SB2020-01",2020-06-14,166,14,6,"2020","2",1,43,6.3,7.2399,"1",4.01265,9.99051,6.10857279069767,1.47702643714342,43,NA,9.33291666666667,4.61905329457364,2020-06-04,2020-05-21,142,"G",NA,"4% formalin",73,NA,-65.12,45.02,-65.11,45.03,9,11.78051004,19.98895913,7.69,NA
"226","SB","SB2020-01",2020-06-14,166,14,6,"2020","2",1,43,4.1,5.0553,"1",4.01265,9.99051,6.10857279069767,1.47702643714342,43,NA,0.230416666666666,4.61905329457364,2020-06-13,2020-05-30,151,"G",NA,"4% formalin",73,NA,-65.12,45.02,-65.11,45.03,9,11.78051004,19.98895913,7.69,NA
"227","SB","SB2020-01",2020-06-14,166,14,6,"2020","2",1,43,3.05,4.01265,"1",4.01265,9.99051,6.10857279069767,1.47702643714342,43,NA,-4.11395833333333,4.61905329457364,2020-06-18,2020-06-04,156,"G","Y","4% formalin",73,NA,-65.12,45.02,-65.11,45.03,9,11.78051004,19.98895913,7.69,NA
"228","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,7.78,8.22642,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,13.4434166666667,12.8211462862319,2019-09-01,2019-08-18,230,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"229","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,8.17,8.61213,"2",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,15.0505416666667,12.8211462862319,2019-08-30,2019-08-16,228,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"230","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,10.45,10.86705,"2",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,24.4460416666667,12.8211462862319,2019-08-21,2019-08-07,219,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"231","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,4.85,5.32865,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,1.369375,12.8211462862319,2019-09-13,2019-08-30,242,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"232","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,8.46,8.89894,"2",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,16.2455833333333,12.8211462862319,2019-08-29,2019-08-15,227,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"233","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,7.92,8.36488,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,14.0203333333333,12.8211462862319,2019-08-31,2019-08-17,229,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"234","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,8.39,8.82971,"2",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,15.957125,12.8211462862319,2019-08-30,2019-08-16,228,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"235","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,7.8,8.2462,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,13.5258333333333,12.8211462862319,2019-09-01,2019-08-18,230,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"236","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,7.9,8.3451,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,13.9379166666667,12.8211462862319,2019-09-01,2019-08-18,230,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"237","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,7.71,8.15719,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,13.1549583333333,12.8211462862319,2019-09-01,2019-08-18,230,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"238","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,7.88,8.32532,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,13.8555,12.8211462862319,2019-09-01,2019-08-18,230,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"239","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,11.58,11.98462,"2",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,29.1025833333333,12.8211462862319,2019-08-16,2019-08-02,214,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"240","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,8.54,8.97806,"2",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,16.57525,12.8211462862319,2019-08-29,2019-08-15,227,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"241","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,8.21,8.65169,"2",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,15.215375,12.8211462862319,2019-08-30,2019-08-16,228,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"242","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,7.42,7.87038,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,11.9599166666667,12.8211462862319,2019-09-03,2019-08-20,232,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"243","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,8.39,8.82971,"2",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,15.957125,12.8211462862319,2019-08-30,2019-08-16,228,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"244","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,8.62,9.05718,"2",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,16.9049166666667,12.8211462862319,2019-08-29,2019-08-15,227,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"245","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,8.81,9.24509,"2",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,17.687875,12.8211462862319,2019-08-28,2019-08-14,226,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"246","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,8.73,9.16597,"2",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,17.3582083333333,12.8211462862319,2019-08-28,2019-08-14,226,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"247","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,10.2,10.6198,"2",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,23.4158333333333,12.8211462862319,2019-08-22,2019-08-08,220,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"248","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,7.66,8.10774,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,12.9489166666667,12.8211462862319,2019-09-02,2019-08-19,231,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"249","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,5.54,6.01106,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,4.21275,12.8211462862319,2019-09-10,2019-08-27,239,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"250","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,12.16,12.55824,"3",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,31.4926666666667,12.8211462862319,2019-08-14,2019-07-31,212,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"251","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,8.29,8.73081,"2",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,15.5450416666667,12.8211462862319,2019-08-30,2019-08-16,228,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"252","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,7.7,8.1473,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,13.11375,12.8211462862319,2019-09-01,2019-08-18,230,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"253","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,11.37,11.77693,"2",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,28.2372083333333,12.8211462862319,2019-08-17,2019-08-03,215,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"254","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,11.65,12.05385,"2",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,29.3910416666667,12.8211462862319,2019-08-16,2019-08-02,214,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"255","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,6.56,7.01984,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,8.416,12.8211462862319,2019-09-06,2019-08-23,235,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"256","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,5.79,6.25831,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,5.24295833333333,12.8211462862319,2019-09-09,2019-08-26,238,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"257","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,7.82,8.26598,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,13.60825,12.8211462862319,2019-09-01,2019-08-18,230,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"258","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,7.69,8.13741,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,13.0725416666667,12.8211462862319,2019-09-01,2019-08-18,230,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"259","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,10.99,11.40111,"2",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,26.6712916666667,12.8211462862319,2019-08-19,2019-08-05,217,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"260","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,6.68,7.13852,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,8.9105,12.8211462862319,2019-09-06,2019-08-23,235,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"261","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,9.13,9.56157,"2",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,19.0065416666667,12.8211462862319,2019-08-26,2019-08-12,224,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"262","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,9.59,10.01651,"2",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,20.902125,12.8211462862319,2019-08-25,2019-08-11,223,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"263","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,8.22,8.66158,"2",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,15.2565833333333,12.8211462862319,2019-08-30,2019-08-16,228,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"264","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,7.11,7.56379,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,10.6824583333333,12.8211462862319,2019-09-04,2019-08-21,233,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"265","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,8.17,8.61213,"2",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,15.0505416666667,12.8211462862319,2019-08-30,2019-08-16,228,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"266","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,8.48,8.91872,"2",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,16.328,12.8211462862319,2019-08-29,2019-08-15,227,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"267","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,8.25,8.69125,"2",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,15.3802083333333,12.8211462862319,2019-08-30,2019-08-16,228,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"268","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,7.92,8.36488,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,14.0203333333333,12.8211462862319,2019-08-31,2019-08-17,229,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"269","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,6.17,6.63413,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,6.808875,12.8211462862319,2019-09-08,2019-08-25,237,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"270","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,6.83,7.28687,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,9.528625,12.8211462862319,2019-09-05,2019-08-22,234,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"271","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,6.81,7.26709,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,9.44620833333333,12.8211462862319,2019-09-05,2019-08-22,234,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"272","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,7.9,8.3451,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,13.9379166666667,12.8211462862319,2019-09-01,2019-08-18,230,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"273","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,6.92,7.37588,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,9.8995,12.8211462862319,2019-09-05,2019-08-22,234,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"274","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,5.01,5.48689,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,2.02870833333333,12.8211462862319,2019-09-12,2019-08-29,241,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"275","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,4.16,4.64624,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,-1.474,12.8211462862319,2019-09-16,2019-09-02,245,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"276","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,6.69,7.14841,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,8.95170833333333,12.8211462862319,2019-09-06,2019-08-23,235,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"277","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,5.78,6.24842,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,5.20175,12.8211462862319,2019-09-09,2019-08-26,238,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"278","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,6.75,7.20775,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,9.19895833333333,12.8211462862319,2019-09-05,2019-08-22,234,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"279","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,4.55,5.03195,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,0.133125000000001,12.8211462862319,2019-09-14,2019-08-31,243,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"280","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,4.65,5.13085,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,0.545208333333336,12.8211462862319,2019-09-14,2019-08-31,243,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"281","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,7.01,7.46489,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,10.270375,12.8211462862319,2019-09-04,2019-08-21,233,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"282","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,7.45,7.90005,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,12.0835416666667,12.8211462862319,2019-09-02,2019-08-19,231,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"283","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,8.23,8.67147,"2",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,15.2977916666667,12.8211462862319,2019-08-30,2019-08-16,228,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"284","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,6.6,7.0594,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,8.58083333333333,12.8211462862319,2019-09-06,2019-08-23,235,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"285","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,7.82,8.26598,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,13.60825,12.8211462862319,2019-09-01,2019-08-18,230,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"286","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,6,6.466,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,6.10833333333333,12.8211462862319,2019-09-08,2019-08-25,237,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"287","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,7.16,7.61324,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,10.8885,12.8211462862319,2019-09-04,2019-08-21,233,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"288","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,5.25,5.72425,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,3.01770833333333,12.8211462862319,2019-09-11,2019-08-28,240,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"289","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,4.43,4.91327,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,-0.361375000000001,12.8211462862319,2019-09-15,2019-09-01,244,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"290","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,7.42,7.87038,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,11.9599166666667,12.8211462862319,2019-09-03,2019-08-20,232,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"291","SB","SB2019-13",2019-09-15,258,15,9,"2019","8",1,92,6.13,6.59457,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,0.00162632245804983,6.64404166666667,12.8211462862319,2019-09-08,2019-08-25,237,"G",NA,"70% alcohol",77,NA,-65.2049,45.0556,-65.2049,45.0645,10,16.509,26.056,12.11,56569.34733
"292","SB","SB2019-12",2019-09-15,258,15,9,"2019","8",1,92,10.46,11.37078,"2",4.64624,12.55824,8.07707510869565,1.67667152674675,92,NA,26.5449166666667,12.8211462862319,2019-08-19,2019-08-05,217,"G",NA,"4% formalin",29,NA,-65.2,45.05,-65.202,45.0562,10,15.288,28.522,12.11,NA
"293","SB","SB2019-12",2019-09-15,258,15,9,"2019","8",1,92,6.88,7.81584,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,NA,11.7326666666667,12.8211462862319,2019-09-03,2019-08-20,232,"G",NA,"4% formalin",29,NA,-65.2,45.05,-65.202,45.0562,10,15.288,28.522,12.11,NA
"294","SB","SB2019-12",2019-09-15,258,15,9,"2019","8",1,92,7.35,8.28255,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,NA,13.6772916666667,12.8211462862319,2019-09-01,2019-08-18,230,"G",NA,"4% formalin",29,NA,-65.2,45.05,-65.202,45.0562,10,15.288,28.522,12.11,NA
"295","SB","SB2019-12",2019-09-15,258,15,9,"2019","8",1,92,7.48,8.41164,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,NA,14.2151666666667,12.8211462862319,2019-08-31,2019-08-17,229,"G",NA,"4% formalin",29,NA,-65.2,45.05,-65.202,45.0562,10,15.288,28.522,12.11,NA
"296","SB","SB2019-12",2019-09-15,258,15,9,"2019","8",1,92,6.64,7.57752,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,NA,10.7396666666667,12.8211462862319,2019-09-04,2019-08-21,233,"G",NA,"4% formalin",29,NA,-65.2,45.05,-65.202,45.0562,10,15.288,28.522,12.11,NA
"297","SB","SB2019-12",2019-09-15,258,15,9,"2019","8",1,92,6.21,7.15053,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,NA,8.96054166666667,12.8211462862319,2019-09-06,2019-08-23,235,"G",NA,"4% formalin",29,NA,-65.2,45.05,-65.202,45.0562,10,15.288,28.522,12.11,NA
"298","SB","SB2019-12",2019-09-15,258,15,9,"2019","8",1,92,6.42,7.35906,"1",4.64624,12.55824,8.07707510869565,1.67667152674675,92,NA,9.82941666666667,12.8211462862319,2019-09-05,2019-08-22,234,"G",NA,"4% formalin",29,NA,-65.2,45.05,-65.202,45.0562,10,15.288,28.522,12.11,NA
